,date,county,Population,cases,Minority_pct,Hotspot,Hotspot_in_2_weeks
11016,2021-10-19,Lenoir,54323.0,9386,0.5081,True,True
11116,2021-10-20,Lenoir,54323.0,9390,0.5081,True,True
11216,2021-10-21,Lenoir,54323.0,9409,0.5081,True,True
11316,2021-10-22,Lenoir,54323.0,9419,0.5081,True,True
11416,2021-10-23,Lenoir,54323.0,9419,0.5081,True,True
11516,2021-10-24,Lenoir,54323.0,9419,0.5081,True,True
11616,2021-10-25,Lenoir,54323.0,9444,0.5081,True,True
11716,2021-10-26,Lenoir,54323.0,9449,0.5081,True,True
11816,2021-10-27,Lenoir,54323.0,9456,0.5081,True,True
11916,2021-10-28,Lenoir,54323.0,9468,0.5081,True,True
12016,2021-10-29,Lenoir,54323.0,9483,0.5081,True,True
12116,2021-10-30,Lenoir,54323.0,9483,0.5081,True,True
12216,2021-10-31,Lenoir,54323.0,9483,0.5081,True,True
12316,2021-11-01,Lenoir,54323.0,9497,0.5081,True,True
12416,2021-11-02,Lenoir,54323.0,9504,0.5081,True,True
12516,2021-11-03,Lenoir,54323.0,9503,0.5081,True,True
12616,2021-11-04,Lenoir,54323.0,9514,0.5081,True,True
12716,2021-11-05,Lenoir,54323.0,9524,0.5081,True,True
12816,2021-11-06,Lenoir,54323.0,9524,0.5081,True,True
12916,2021-11-07,Lenoir,54323.0,9524,0.5081,True,True
13016,2021-11-08,Lenoir,54323.0,9550,0.5081,True,True
13116,2021-11-09,Lenoir,54323.0,9556,0.5081,True,True
13216,2021-11-10,Lenoir,54323.0,9570,0.5081,True,True
13316,2021-11-11,Lenoir,54323.0,9570,0.5081,True,True
13416,2021-11-12,Lenoir,54323.0,9585,0.5081,True,True
13516,2021-11-13,Lenoir,54323.0,9585,0.5081,True,True
13616,2021-11-14,Lenoir,54323.0,9585,0.5081,True,True
13716,2021-11-15,Lenoir,54323.0,9597,0.5081,True,True
13816,2021-11-16,Lenoir,54323.0,9607,0.5081,True,True
13916,2021-11-17,Lenoir,54323.0,9619,0.5081,True,True
14016,2021-11-18,Lenoir,54323.0,9620,0.5081,True,True
14116,2021-11-19,Lenoir,54323.0,9628,0.5081,True,
14216,2021-11-20,Lenoir,54323.0,9628,0.5081,True,
14316,2021-11-21,Lenoir,54323.0,9628,0.5081,True,
14416,2021-11-22,Lenoir,54323.0,9648,0.5081,True,
14516,2021-11-23,Lenoir,54323.0,9651,0.5081,True,
14616,2021-11-24,Lenoir,54323.0,9659,0.5081,True,
14716,2021-11-25,Lenoir,54323.0,9659,0.5081,True,
14816,2021-11-26,Lenoir,54323.0,9659,0.5081,True,
14916,2021-11-27,Lenoir,54323.0,9659,0.5081,True,
15016,2021-11-28,Lenoir,54323.0,9659,0.5081,True,
15116,2021-11-29,Lenoir,54323.0,9678,0.5081,True,
15216,2021-11-30,Lenoir,54323.0,9693,0.5081,True,
15316,2021-12-01,Lenoir,54323.0,9711,0.5081,True,
15415,2021-12-02,Lenoir,54323.0,9730,0.5081,True,
54,2021-07-01,Lincoln,88742.0,10286,0.1624,False,True
154,2021-07-02,Lincoln,88742.0,10289,0.1624,False,True
254,2021-07-03,Lincoln,88742.0,10289,0.1624,False,True
354,2021-07-04,Lincoln,88742.0,10289,0.1624,False,True
454,2021-07-05,Lincoln,88742.0,10289,0.1624,False,True
554,2021-07-06,Lincoln,88742.0,10297,0.1624,False,True
654,2021-07-07,Lincoln,88742.0,10300,0.1624,False,True
749,2021-07-08,Lincoln,88742.0,10306,0.1624,False,True
843,2021-07-09,Lincoln,88742.0,10309,0.1624,False,True
938,2021-07-10,Lincoln,88742.0,10309,0.1624,False,True
1033,2021-07-11,Lincoln,88742.0,10309,0.1624,False,True
1128,2021-07-12,Lincoln,88742.0,10334,0.1624,True,True
1224,2021-07-13,Lincoln,88742.0,10340,0.1624,False,True
1321,2021-07-14,Lincoln,88742.0,10361,0.1624,True,True
1420,2021-07-15,Lincoln,88742.0,10372,0.1624,True,True
1519,2021-07-16,Lincoln,88742.0,10383,0.1624,True,True
1619,2021-07-17,Lincoln,88742.0,10383,0.1624,True,True
1719,2021-07-18,Lincoln,88742.0,10383,0.1624,True,True
1818,2021-07-19,Lincoln,88742.0,10412,0.1624,True,True
1917,2021-07-20,Lincoln,88742.0,10415,0.1624,True,True
2017,2021-07-21,Lincoln,88742.0,10430,0.1624,True,True
2117,2021-07-22,Lincoln,88742.0,10453,0.1624,True,True
2217,2021-07-23,Lincoln,88742.0,10469,0.1624,True,True
2317,2021-07-24,Lincoln,88742.0,10469,0.1624,True,True
2417,2021-07-25,Lincoln,88742.0,10469,0.1624,True,True
2517,2021-07-26,Lincoln,88742.0,10535,0.1624,True,True
2617,2021-07-27,Lincoln,88742.0,10555,0.1624,True,True
2717,2021-07-28,Lincoln,88742.0,10586,0.1624,True,True
2817,2021-07-29,Lincoln,88742.0,10624,0.1624,True,True
2917,2021-07-30,Lincoln,88742.0,10647,0.1624,True,True
3017,2021-07-31,Lincoln,88742.0,10647,0.1624,True,True
3117,2021-08-01,Lincoln,88742.0,10647,0.1624,True,True
3217,2021-08-02,Lincoln,88742.0,10734,0.1624,True,True
3317,2021-08-03,Lincoln,88742.0,10751,0.1624,True,True
3417,2021-08-04,Lincoln,88742.0,10791,0.1624,True,True
3517,2021-08-05,Lincoln,88742.0,10817,0.1624,True,True
3617,2021-08-06,Lincoln,88742.0,10856,0.1624,True,True
3717,2021-08-07,Lincoln,88742.0,10856,0.1624,True,True
3817,2021-08-08,Lincoln,88742.0,10856,0.1624,True,True
3917,2021-08-09,Lincoln,88742.0,11047,0.1624,True,True
4017,2021-08-10,Lincoln,88742.0,11089,0.1624,True,True
4117,2021-08-11,Lincoln,88742.0,11153,0.1624,True,True
4217,2021-08-12,Lincoln,88742.0,11201,0.1624,True,True
4317,2021-08-13,Lincoln,88742.0,11257,0.1624,True,True
4417,2021-08-14,Lincoln,88742.0,11257,0.1624,True,True
4517,2021-08-15,Lincoln,88742.0,11257,0.1624,True,True
4617,2021-08-16,Lincoln,88742.0,11422,0.1624,True,True
4717,2021-08-17,Lincoln,88742.0,11465,0.1624,True,True
4817,2021-08-18,Lincoln,88742.0,11509,0.1624,True,True
4917,2021-08-19,Lincoln,88742.0,11564,0.1624,True,True
5017,2021-08-20,Lincoln,88742.0,11617,0.1624,True,True
5117,2021-08-21,Lincoln,88742.0,11617,0.1624,True,True
5217,2021-08-22,Lincoln,88742.0,11617,0.1624,True,True
5317,2021-08-23,Lincoln,88742.0,11786,0.1624,True,True
5417,2021-08-24,Lincoln,88742.0,11825,0.1624,True,True
5517,2021-08-25,Lincoln,88742.0,11875,0.1624,True,True
5617,2021-08-26,Lincoln,88742.0,11947,0.1624,True,True
5717,2021-08-27,Lincoln,88742.0,12010,0.1624,True,True
5817,2021-08-28,Lincoln,88742.0,12010,0.1624,True,True
5917,2021-08-29,Lincoln,88742.0,12010,0.1624,True,True
6017,2021-08-30,Lincoln,88742.0,12193,0.1624,True,True
6117,2021-08-31,Lincoln,88742.0,12223,0.1624,True,True
6217,2021-09-01,Lincoln,88742.0,12287,0.1624,True,True
6317,2021-09-02,Lincoln,88742.0,12352,0.1624,True,True
6417,2021-09-03,Lincoln,88742.0,12415,0.1624,True,True
6517,2021-09-04,Lincoln,88742.0,12415,0.1624,True,True
6617,2021-09-05,Lincoln,88742.0,12415,0.1624,True,True
6717,2021-09-06,Lincoln,88742.0,12415,0.1624,True,True
6817,2021-09-07,Lincoln,88742.0,12643,0.1624,True,True
6917,2021-09-08,Lincoln,88742.0,12663,0.1624,True,True
7017,2021-09-09,Lincoln,88742.0,12725,0.1624,True,True
7117,2021-09-10,Lincoln,88742.0,12772,0.1624,True,True
7217,2021-09-11,Lincoln,88742.0,12772,0.1624,True,True
7317,2021-09-12,Lincoln,88742.0,12772,0.1624,True,True
7417,2021-09-13,Lincoln,88742.0,13016,0.1624,True,True
7517,2021-09-14,Lincoln,88742.0,13062,0.1624,True,True
7617,2021-09-15,Lincoln,88742.0,13167,0.1624,True,True
7717,2021-09-16,Lincoln,88742.0,13239,0.1624,True,True
7817,2021-09-17,Lincoln,88742.0,13329,0.1624,True,True
7917,2021-09-18,Lincoln,88742.0,13329,0.1624,True,True
8017,2021-09-19,Lincoln,88742.0,13329,0.1624,True,True
8117,2021-09-20,Lincoln,88742.0,13506,0.1624,True,True
8217,2021-09-21,Lincoln,88742.0,13565,0.1624,True,True
8317,2021-09-22,Lincoln,88742.0,13683,0.1624,True,True
8417,2021-09-23,Lincoln,88742.0,13752,0.1624,True,True
8517,2021-09-24,Lincoln,88742.0,13843,0.1624,True,True
8617,2021-09-25,Lincoln,88742.0,13843,0.1624,True,True
8717,2021-09-26,Lincoln,88742.0,13843,0.1624,True,True
8817,2021-09-27,Lincoln,88742.0,13998,0.1624,True,True
8917,2021-09-28,Lincoln,88742.0,14028,0.1624,True,True
9017,2021-09-29,Lincoln,88742.0,14081,0.1624,True,True
9117,2021-09-30,Lincoln,88742.0,14136,0.1624,True,True
9217,2021-10-01,Lincoln,88742.0,14166,0.1624,True,True
9317,2021-10-02,Lincoln,88742.0,14166,0.1624,True,True
9417,2021-10-03,Lincoln,88742.0,14166,0.1624,True,True
9517,2021-10-04,Lincoln,88742.0,14313,0.1624,True,True
9617,2021-10-05,Lincoln,88742.0,14333,0.1624,True,True
9717,2021-10-06,Lincoln,88742.0,14356,0.1624,True,True
9817,2021-10-07,Lincoln,88742.0,14398,0.1624,True,True
9917,2021-10-08,Lincoln,88742.0,14446,0.1624,True,True
10017,2021-10-09,Lincoln,88742.0,14446,0.1624,True,True
10117,2021-10-10,Lincoln,88742.0,14446,0.1624,True,True
10217,2021-10-11,Lincoln,88742.0,14558,0.1624,True,True
10317,2021-10-12,Lincoln,88742.0,14571,0.1624,True,True
10417,2021-10-13,Lincoln,88742.0,14597,0.1624,True,True
10517,2021-10-14,Lincoln,88742.0,14635,0.1624,True,True
10617,2021-10-15,Lincoln,88742.0,14677,0.1624,True,True
10717,2021-10-16,Lincoln,88742.0,14677,0.1624,True,True
10817,2021-10-17,Lincoln,88742.0,14677,0.1624,True,True
10917,2021-10-18,Lincoln,88742.0,14771,0.1624,True,True
11017,2021-10-19,Lincoln,88742.0,14785,0.1624,True,True
11117,2021-10-20,Lincoln,88742.0,14804,0.1624,True,True
11217,2021-10-21,Lincoln,88742.0,14830,0.1624,True,True
11317,2021-10-22,Lincoln,88742.0,14860,0.1624,True,True
11417,2021-10-23,Lincoln,88742.0,14860,0.1624,True,True
11517,2021-10-24,Lincoln,88742.0,14860,0.1624,True,True
11617,2021-10-25,Lincoln,88742.0,14930,0.1624,True,True
11717,2021-10-26,Lincoln,88742.0,14934,0.1624,True,True
11817,2021-10-27,Lincoln,88742.0,14958,0.1624,True,True
11917,2021-10-28,Lincoln,88742.0,14969,0.1624,True,True
12017,2021-10-29,Lincoln,88742.0,14999,0.1624,True,True
12117,2021-10-30,Lincoln,88742.0,14999,0.1624,True,True
12217,2021-10-31,Lincoln,88742.0,14999,0.1624,True,True
12317,2021-11-01,Lincoln,88742.0,15063,0.1624,True,True
12417,2021-11-02,Lincoln,88742.0,15080,0.1624,True,True
12517,2021-11-03,Lincoln,88742.0,15103,0.1624,True,True
12617,2021-11-04,Lincoln,88742.0,15128,0.1624,True,True
12717,2021-11-05,Lincoln,88742.0,15158,0.1624,True,True
12817,2021-11-06,Lincoln,88742.0,15158,0.1624,True,True
12917,2021-11-07,Lincoln,88742.0,15158,0.1624,True,True
13017,2021-11-08,Lincoln,88742.0,15237,0.1624,True,True
13117,2021-11-09,Lincoln,88742.0,15257,0.1624,True,True
13217,2021-11-10,Lincoln,88742.0,15275,0.1624,True,True
13317,2021-11-11,Lincoln,88742.0,15275,0.1624,True,True
13417,2021-11-12,Lincoln,88742.0,15343,0.1624,True,True
13517,2021-11-13,Lincoln,88742.0,15343,0.1624,True,True
13617,2021-11-14,Lincoln,88742.0,15343,0.1624,True,True
13717,2021-11-15,Lincoln,88742.0,15405,0.1624,True,True
13817,2021-11-16,Lincoln,88742.0,15421,0.1624,True,True
13917,2021-11-17,Lincoln,88742.0,15453,0.1624,True,True
14017,2021-11-18,Lincoln,88742.0,15478,0.1624,True,True
14117,2021-11-19,Lincoln,88742.0,15520,0.1624,True,
14217,2021-11-20,Lincoln,88742.0,15520,0.1624,True,
14317,2021-11-21,Lincoln,88742.0,15520,0.1624,True,
14417,2021-11-22,Lincoln,88742.0,15597,0.1624,True,
14517,2021-11-23,Lincoln,88742.0,15615,0.1624,True,
14617,2021-11-24,Lincoln,88742.0,15646,0.1624,True,
14717,2021-11-25,Lincoln,88742.0,15646,0.1624,True,
14817,2021-11-26,Lincoln,88742.0,15646,0.1624,True,
14917,2021-11-27,Lincoln,88742.0,15646,0.1624,True,
15017,2021-11-28,Lincoln,88742.0,15646,0.1624,True,
15117,2021-11-29,Lincoln,88742.0,15777,0.1624,True,
15217,2021-11-30,Lincoln,88742.0,15796,0.1624,True,
15317,2021-12-01,Lincoln,88742.0,15845,0.1624,True,
15416,2021-12-02,Lincoln,88742.0,15905,0.1624,True,
55,2021-07-01,Macon,37041.0,3167,0.1328,False,False
155,2021-07-02,Macon,37041.0,3166,0.1328,False,False
255,2021-07-03,Macon,37041.0,3166,0.1328,False,False
355,2021-07-04,Macon,37041.0,3166,0.1328,False,False
455,2021-07-05,Macon,37041.0,3166,0.1328,False,False
555,2021-07-06,Macon,37041.0,3171,0.1328,False,False
655,2021-07-07,Macon,37041.0,3171,0.1328,False,False
750,2021-07-08,Macon,37041.0,3172,0.1328,False,False
844,2021-07-09,Macon,37041.0,3174,0.1328,False,False
939,2021-07-10,Macon,37041.0,3174,0.1328,False,False
1034,2021-07-11,Macon,37041.0,3174,0.1328,False,False
1129,2021-07-12,Macon,37041.0,3177,0.1328,False,False
1225,2021-07-13,Macon,37041.0,3178,0.1328,False,False
1322,2021-07-14,Macon,37041.0,3185,0.1328,False,False
1421,2021-07-15,Macon,37041.0,3186,0.1328,False,False
1520,2021-07-16,Macon,37041.0,3186,0.1328,False,False
1620,2021-07-17,Macon,37041.0,3186,0.1328,False,False
1720,2021-07-18,Macon,37041.0,3186,0.1328,False,False
1819,2021-07-19,Macon,37041.0,3189,0.1328,False,True
1918,2021-07-20,Macon,37041.0,3190,0.1328,False,True
2018,2021-07-21,Macon,37041.0,3190,0.1328,False,True
2118,2021-07-22,Macon,37041.0,3191,0.1328,False,True
2218,2021-07-23,Macon,37041.0,3191,0.1328,False,True
2318,2021-07-24,Macon,37041.0,3191,0.1328,False,True
2418,2021-07-25,Macon,37041.0,3191,0.1328,False,True
2518,2021-07-26,Macon,37041.0,3193,0.1328,False,True
2618,2021-07-27,Macon,37041.0,3194,0.1328,False,True
2718,2021-07-28,Macon,37041.0,3198,0.1328,False,True
2818,2021-07-29,Macon,37041.0,3198,0.1328,False,True
2918,2021-07-30,Macon,37041.0,3204,0.1328,False,True
3018,2021-07-31,Macon,37041.0,3204,0.1328,False,True
3118,2021-08-01,Macon,37041.0,3204,0.1328,False,True
3218,2021-08-02,Macon,37041.0,3216,0.1328,True,True
3318,2021-08-03,Macon,37041.0,3226,0.1328,True,True
3418,2021-08-04,Macon,37041.0,3232,0.1328,True,True
3518,2021-08-05,Macon,37041.0,3253,0.1328,True,True
3618,2021-08-06,Macon,37041.0,3274,0.1328,True,True
3718,2021-08-07,Macon,37041.0,3274,0.1328,True,True
3818,2021-08-08,Macon,37041.0,3274,0.1328,True,True
3918,2021-08-09,Macon,37041.0,3355,0.1328,True,True
4018,2021-08-10,Macon,37041.0,3361,0.1328,True,True
4118,2021-08-11,Macon,37041.0,3373,0.1328,True,True
4218,2021-08-12,Macon,37041.0,3387,0.1328,True,True
4318,2021-08-13,Macon,37041.0,3403,0.1328,True,True
4418,2021-08-14,Macon,37041.0,3403,0.1328,True,True
4518,2021-08-15,Macon,37041.0,3403,0.1328,True,True
4618,2021-08-16,Macon,37041.0,3461,0.1328,True,True
4718,2021-08-17,Macon,37041.0,3479,0.1328,True,True
4818,2021-08-18,Macon,37041.0,3493,0.1328,True,True
4918,2021-08-19,Macon,37041.0,3530,0.1328,True,True
5018,2021-08-20,Macon,37041.0,3545,0.1328,True,True
5118,2021-08-21,Macon,37041.0,3545,0.1328,True,True
5218,2021-08-22,Macon,37041.0,3545,0.1328,True,True
5318,2021-08-23,Macon,37041.0,3615,0.1328,True,True
5418,2021-08-24,Macon,37041.0,3646,0.1328,True,True
5518,2021-08-25,Macon,37041.0,3652,0.1328,True,True
5618,2021-08-26,Macon,37041.0,3682,0.1328,True,True
5718,2021-08-27,Macon,37041.0,3706,0.1328,True,True
5818,2021-08-28,Macon,37041.0,3706,0.1328,True,True
5918,2021-08-29,Macon,37041.0,3706,0.1328,True,True
6018,2021-08-30,Macon,37041.0,3757,0.1328,True,True
6118,2021-08-31,Macon,37041.0,3782,0.1328,True,True
6218,2021-09-01,Macon,37041.0,3813,0.1328,True,True
6318,2021-09-02,Macon,37041.0,3837,0.1328,True,True
6418,2021-09-03,Macon,37041.0,3869,0.1328,True,True
6518,2021-09-04,Macon,37041.0,3869,0.1328,True,True
6618,2021-09-05,Macon,37041.0,3869,0.1328,True,True
6718,2021-09-06,Macon,37041.0,3869,0.1328,True,True
6818,2021-09-07,Macon,37041.0,3972,0.1328,True,True
6918,2021-09-08,Macon,37041.0,3990,0.1328,True,True
7018,2021-09-09,Macon,37041.0,4017,0.1328,True,True
7118,2021-09-10,Macon,37041.0,4019,0.1328,True,True
7218,2021-09-11,Macon,37041.0,4019,0.1328,True,True
7318,2021-09-12,Macon,37041.0,4019,0.1328,True,True
7418,2021-09-13,Macon,37041.0,4134,0.1328,True,True
7518,2021-09-14,Macon,37041.0,4200,0.1328,True,True
7618,2021-09-15,Macon,37041.0,4213,0.1328,True,True
7718,2021-09-16,Macon,37041.0,4233,0.1328,True,True
7818,2021-09-17,Macon,37041.0,4282,0.1328,True,True
7918,2021-09-18,Macon,37041.0,4282,0.1328,True,True
8018,2021-09-19,Macon,37041.0,4282,0.1328,True,True
8118,2021-09-20,Macon,37041.0,4366,0.1328,True,True
8218,2021-09-21,Macon,37041.0,4393,0.1328,True,True
8318,2021-09-22,Macon,37041.0,4398,0.1328,True,True
8418,2021-09-23,Macon,37041.0,4431,0.1328,True,True
8518,2021-09-24,Macon,37041.0,4479,0.1328,True,True
8618,2021-09-25,Macon,37041.0,4479,0.1328,True,True
8718,2021-09-26,Macon,37041.0,4479,0.1328,True,True
8818,2021-09-27,Macon,37041.0,4553,0.1328,True,True
8918,2021-09-28,Macon,37041.0,4575,0.1328,True,True
9018,2021-09-29,Macon,37041.0,4594,0.1328,True,True
9118,2021-09-30,Macon,37041.0,4628,0.1328,True,True
9218,2021-10-01,Macon,37041.0,4654,0.1328,True,True
9318,2021-10-02,Macon,37041.0,4654,0.1328,True,True
9418,2021-10-03,Macon,37041.0,4654,0.1328,True,True
9518,2021-10-04,Macon,37041.0,4714,0.1328,True,True
9618,2021-10-05,Macon,37041.0,4721,0.1328,True,True
9718,2021-10-06,Macon,37041.0,4727,0.1328,True,True
9818,2021-10-07,Macon,37041.0,4741,0.1328,True,True
9918,2021-10-08,Macon,37041.0,4760,0.1328,True,True
10018,2021-10-09,Macon,37041.0,4760,0.1328,True,True
10118,2021-10-10,Macon,37041.0,4760,0.1328,True,True
10218,2021-10-11,Macon,37041.0,4813,0.1328,True,True
10318,2021-10-12,Macon,37041.0,4824,0.1328,True,True
10418,2021-10-13,Macon,37041.0,4832,0.1328,True,True
10518,2021-10-14,Macon,37041.0,4848,0.1328,True,True
10618,2021-10-15,Macon,37041.0,4867,0.1328,True,True
10718,2021-10-16,Macon,37041.0,4867,0.1328,True,True
10818,2021-10-17,Macon,37041.0,4867,0.1328,True,True
10918,2021-10-18,Macon,37041.0,4884,0.1328,True,True
11018,2021-10-19,Macon,37041.0,4890,0.1328,True,True
11118,2021-10-20,Macon,37041.0,4896,0.1328,True,True
11218,2021-10-21,Macon,37041.0,4911,0.1328,True,True
11318,2021-10-22,Macon,37041.0,4924,0.1328,True,True
11418,2021-10-23,Macon,37041.0,4924,0.1328,True,True
11518,2021-10-24,Macon,37041.0,4924,0.1328,True,True
11618,2021-10-25,Macon,37041.0,4939,0.1328,True,True
11718,2021-10-26,Macon,37041.0,4942,0.1328,True,True
11818,2021-10-27,Macon,37041.0,4951,0.1328,True,True
11918,2021-10-28,Macon,37041.0,4962,0.1328,True,True
12018,2021-10-29,Macon,37041.0,4970,0.1328,True,True
12118,2021-10-30,Macon,37041.0,4970,0.1328,True,True
12218,2021-10-31,Macon,37041.0,4970,0.1328,True,True
12318,2021-11-01,Macon,37041.0,4989,0.1328,True,True
12418,2021-11-02,Macon,37041.0,4993,0.1328,True,True
12518,2021-11-03,Macon,37041.0,5004,0.1328,True,True
12618,2021-11-04,Macon,37041.0,5012,0.1328,True,True
12718,2021-11-05,Macon,37041.0,5018,0.1328,True,True
12818,2021-11-06,Macon,37041.0,5018,0.1328,True,True
12918,2021-11-07,Macon,37041.0,5018,0.1328,True,True
13018,2021-11-08,Macon,37041.0,5037,0.1328,True,True
13118,2021-11-09,Macon,37041.0,5039,0.1328,True,True
13218,2021-11-10,Macon,37041.0,5046,0.1328,True,True
13318,2021-11-11,Macon,37041.0,5046,0.1328,True,True
13418,2021-11-12,Macon,37041.0,5057,0.1328,True,False
13518,2021-11-13,Macon,37041.0,5057,0.1328,True,False
13618,2021-11-14,Macon,37041.0,5057,0.1328,True,False
13718,2021-11-15,Macon,37041.0,5076,0.1328,True,False
13818,2021-11-16,Macon,37041.0,5079,0.1328,True,False
13918,2021-11-17,Macon,37041.0,5086,0.1328,True,False
14018,2021-11-18,Macon,37041.0,5092,0.1328,True,True
14118,2021-11-19,Macon,37041.0,5096,0.1328,True,
14218,2021-11-20,Macon,37041.0,5096,0.1328,True,
14318,2021-11-21,Macon,37041.0,5096,0.1328,True,
14418,2021-11-22,Macon,37041.0,5104,0.1328,True,
14518,2021-11-23,Macon,37041.0,5110,0.1328,True,
14618,2021-11-24,Macon,37041.0,5111,0.1328,True,
14718,2021-11-25,Macon,37041.0,5111,0.1328,True,
14818,2021-11-26,Macon,37041.0,5111,0.1328,False,
14918,2021-11-27,Macon,37041.0,5111,0.1328,False,
15018,2021-11-28,Macon,37041.0,5111,0.1328,False,
15118,2021-11-29,Macon,37041.0,5121,0.1328,False,
15218,2021-11-30,Macon,37041.0,5121,0.1328,False,
15318,2021-12-01,Macon,37041.0,5129,0.1328,False,
15417,2021-12-02,Macon,37041.0,5134,0.1328,True,
56,2021-07-01,Madison,21146.0,1602,0.0859,False,True
156,2021-07-02,Madison,21146.0,1601,0.0859,False,True
256,2021-07-03,Madison,21146.0,1601,0.0859,False,True
356,2021-07-04,Madison,21146.0,1601,0.0859,False,True
456,2021-07-05,Madison,21146.0,1601,0.0859,False,True
556,2021-07-06,Madison,21146.0,1604,0.0859,False,True
656,2021-07-07,Madison,21146.0,1603,0.0859,False,True
751,2021-07-08,Madison,21146.0,1603,0.0859,False,True
845,2021-07-09,Madison,21146.0,1602,0.0859,False,True
940,2021-07-10,Madison,21146.0,1602,0.0859,False,True
1035,2021-07-11,Madison,21146.0,1602,0.0859,False,True
1130,2021-07-12,Madison,21146.0,1611,0.0859,False,True
1226,2021-07-13,Madison,21146.0,1611,0.0859,False,True
1323,2021-07-14,Madison,21146.0,1613,0.0859,False,True
1422,2021-07-15,Madison,21146.0,1615,0.0859,True,True
1521,2021-07-16,Madison,21146.0,1615,0.0859,True,True
1621,2021-07-17,Madison,21146.0,1615,0.0859,True,True
1721,2021-07-18,Madison,21146.0,1615,0.0859,True,True
1820,2021-07-19,Madison,21146.0,1627,0.0859,True,True
1919,2021-07-20,Madison,21146.0,1628,0.0859,True,True
2019,2021-07-21,Madison,21146.0,1628,0.0859,True,True
2119,2021-07-22,Madison,21146.0,1631,0.0859,True,True
2219,2021-07-23,Madison,21146.0,1634,0.0859,True,True
2319,2021-07-24,Madison,21146.0,1634,0.0859,True,True
2419,2021-07-25,Madison,21146.0,1634,0.0859,True,True
2519,2021-07-26,Madison,21146.0,1641,0.0859,True,True
2619,2021-07-27,Madison,21146.0,1643,0.0859,True,True
2719,2021-07-28,Madison,21146.0,1646,0.0859,True,True
2819,2021-07-29,Madison,21146.0,1652,0.0859,True,True
2919,2021-07-30,Madison,21146.0,1661,0.0859,True,True
3019,2021-07-31,Madison,21146.0,1661,0.0859,True,True
3119,2021-08-01,Madison,21146.0,1661,0.0859,True,True
3219,2021-08-02,Madison,21146.0,1677,0.0859,True,True
3319,2021-08-03,Madison,21146.0,1684,0.0859,True,True
3419,2021-08-04,Madison,21146.0,1687,0.0859,True,True
3519,2021-08-05,Madison,21146.0,1697,0.0859,True,True
3619,2021-08-06,Madison,21146.0,1709,0.0859,True,True
3719,2021-08-07,Madison,21146.0,1709,0.0859,True,True
3819,2021-08-08,Madison,21146.0,1709,0.0859,True,True
3919,2021-08-09,Madison,21146.0,1724,0.0859,True,True
4019,2021-08-10,Madison,21146.0,1731,0.0859,True,True
4119,2021-08-11,Madison,21146.0,1729,0.0859,True,True
4219,2021-08-12,Madison,21146.0,1743,0.0859,True,True
4319,2021-08-13,Madison,21146.0,1757,0.0859,True,True
4419,2021-08-14,Madison,21146.0,1757,0.0859,True,True
4519,2021-08-15,Madison,21146.0,1757,0.0859,True,True
4619,2021-08-16,Madison,21146.0,1803,0.0859,True,True
4719,2021-08-17,Madison,21146.0,1817,0.0859,True,True
4819,2021-08-18,Madison,21146.0,1819,0.0859,True,True
4919,2021-08-19,Madison,21146.0,1826,0.0859,True,True
5019,2021-08-20,Madison,21146.0,1843,0.0859,True,True
5119,2021-08-21,Madison,21146.0,1843,0.0859,True,True
5219,2021-08-22,Madison,21146.0,1843,0.0859,True,True
5319,2021-08-23,Madison,21146.0,1898,0.0859,True,True
5419,2021-08-24,Madison,21146.0,1908,0.0859,True,True
5519,2021-08-25,Madison,21146.0,1919,0.0859,True,True
5619,2021-08-26,Madison,21146.0,1948,0.0859,True,True
5719,2021-08-27,Madison,21146.0,1964,0.0859,True,True
5819,2021-08-28,Madison,21146.0,1964,0.0859,True,True
5919,2021-08-29,Madison,21146.0,1964,0.0859,True,True
6019,2021-08-30,Madison,21146.0,2000,0.0859,True,True
6119,2021-08-31,Madison,21146.0,2005,0.0859,True,True
6219,2021-09-01,Madison,21146.0,2026,0.0859,True,True
6319,2021-09-02,Madison,21146.0,2066,0.0859,True,True
6419,2021-09-03,Madison,21146.0,2079,0.0859,True,True
6519,2021-09-04,Madison,21146.0,2079,0.0859,True,True
6619,2021-09-05,Madison,21146.0,2079,0.0859,True,True
6719,2021-09-06,Madison,21146.0,2079,0.0859,True,True
6819,2021-09-07,Madison,21146.0,2180,0.0859,True,True
6919,2021-09-08,Madison,21146.0,2210,0.0859,True,True
7019,2021-09-09,Madison,21146.0,2235,0.0859,True,True
7119,2021-09-10,Madison,21146.0,2245,0.0859,True,True
7219,2021-09-11,Madison,21146.0,2245,0.0859,True,True
7319,2021-09-12,Madison,21146.0,2245,0.0859,True,True
7419,2021-09-13,Madison,21146.0,2323,0.0859,True,True
7519,2021-09-14,Madison,21146.0,2341,0.0859,True,True
7619,2021-09-15,Madison,21146.0,2351,0.0859,True,True
7719,2021-09-16,Madison,21146.0,2361,0.0859,True,True
7819,2021-09-17,Madison,21146.0,2398,0.0859,True,True
7919,2021-09-18,Madison,21146.0,2398,0.0859,True,True
8019,2021-09-19,Madison,21146.0,2398,0.0859,True,True
8119,2021-09-20,Madison,21146.0,2447,0.0859,True,True
8219,2021-09-21,Madison,21146.0,2458,0.0859,True,True
8319,2021-09-22,Madison,21146.0,2484,0.0859,True,True
