,county,Population,cases,Minority_pct,Hotspot
8801,Granville,60720.0,7480,0.4331,True
8802,Greene,19978.0,3139,0.5114,True
8803,Guilford,545484.0,63019,0.5133,True
8804,Halifax,47859.0,7387,0.603,True
8805,Harnett,134986.0,17159,0.3871,True
8806,Haywood,62831.0,6800,0.091,True
8807,Henderson,117429.0,14175,0.1903,True
8808,Hertford,20374.0,2643,0.6463,True
8809,Hoke,53783.0,6745,0.5962,True
8810,Hyde,4595.0,803,0.3559,True
8811,Iredell,192986.0,27123,0.2535,True
8812,Jackson,41919.0,5169,0.2246,True
8813,Johnston,224833.0,30647,0.3406,True
8814,Jones,9076.0,1233,0.3603,True
8815,Lee,64360.0,8867,0.393,True
8816,Lenoir,54323.0,9009,0.5081,True
8817,Lincoln,88742.0,13998,0.1624,True
8818,Macon,37041.0,4553,0.1328,True
8819,Madison,21146.0,2544,0.0859,True
8820,Martin,21503.0,3400,0.4724,True
8821,McDowell,44151.0,7956,0.1396,True
8822,Mecklenburg,1128426.0,149346,0.5333,True
8823,Mitchell,14783.0,1868,0.0832,True
8824,Montgomery,25485.0,4275,0.3431,True
8825,Moore,102966.0,12815,0.2278,True
8826,Nash,96101.0,14537,0.5011,True
8827,New Hanover,230423.0,27395,0.2431,True
8828,Northampton,16953.0,2458,0.6042,True
8829,Onslow,207928.0,26075,0.33,True
8830,Orange,148331.0,11080,0.3336,True
8831,Pamlico,12215.0,1585,0.2493,True
8832,Pasquotank,40966.0,4606,0.4572,True
8833,Pender,62250.0,8425,0.2475,True
8834,Perquimans,13049.0,1410,0.2763,True
8835,Person,39048.0,4808,0.3464,True
8836,Pitt,173536.0,28072,0.4785,True
8837,Polk,19461.0,2177,0.1239,True
8838,Randolph,143325.0,20157,0.2269,True
8839,Richmond,43006.0,6762,0.4419,True
8840,Robeson,115899.0,24067,0.7422,True
8841,Rockingham,90457.0,10944,0.2817,True
8842,Rowan,148565.0,24968,0.3008,True
8843,Rutherford,63870.0,10477,0.1806,True
8844,Sampson,58371.0,10620,0.4706,True
8845,Scotland,33662.0,5397,0.5786,True
8846,Stanly,62143.0,10913,0.2137,True
8847,Stokes,44422.0,5700,0.1023,True
8848,Surry,70573.0,11333,0.1689,True
8849,Swain,14046.0,1774,0.3881,True
8850,Transylvania,32825.0,3631,0.1221,True
8851,Tyrrell,3315.0,507,0.4136,True
8852,Union,244960.0,34124,0.3051,True
8853,Vance,41665.0,6241,0.6082,True
8854,Wake,1154170.0,123794,0.4122,True
8855,Warren,18621.0,2227,0.6109,True
8856,Washington,10708.0,1473,0.5457,True
8857,Watauga,54804.0,6209,0.1546,True
8858,Wayne,115895.0,15002,0.4677,True
8859,Wilkes,65151.0,10025,0.1344,True
8860,Wilson,79078.0,12515,0.526,True
8861,Yadkin,36925.0,5619,0.1712,True
8862,Yancey,18320.0,2626,0.0868,True
8863,Alamance,175029.0,24717,0.3825,True
8864,Alexander,36172.0,6053,0.1416,True
8865,Alleghany,11057.0,1520,0.1234,True
8866,Anson,22028.0,3619,0.5152,True
8867,Ashe,26506.0,3190,0.0806,True
8868,Avery,17347.0,2561,0.1157,True
8869,Beaufort,44150.0,6600,0.3322,True
8870,Bertie,17302.0,2340,0.6465,True
8871,Bladen,29171.0,5259,0.4561,True
8872,Brunswick,144821.0,15156,0.1784,True
8873,Buncombe,271638.0,25684,0.1877,True
8874,Burke,88398.0,14676,0.2044,True
8875,Cabarrus,232873.0,31135,0.3899,True
8876,Caldwell,81319.0,12496,0.1462,True
8877,Camden,10537.0,1017,0.1973,True
8878,Carteret,69039.0,7740,0.1393,True
8879,Caswell,22400.0,2970,0.374,True
8880,Catawba,162841.0,26767,0.2594,True
8881,Chatham,77095.0,6405,0.2865,True
8882,Cherokee,28738.0,4428,0.1089,True
8883,Chowan,13646.0,2172,0.3908,True
8884,Clay,11238.0,1496,0.0847,True
8885,Cleveland,99332.0,17068,0.2858,True
8886,Columbus,49795.0,9664,0.3999,True
8887,Craven,102568.0,13399,0.3377,True
8888,Cumberland,341793.0,41705,0.576,True
8889,Currituck,29385.0,2480,0.1502,True
8890,Dare,37817.0,3536,0.1215,True
8891,Davidson,171752.0,24332,0.2191,True
8892,Davie,43127.0,5885,0.1726,True
8893,Duplin,48249.0,9351,0.4646,True
8894,Durham,331347.0,33353,0.5714,True
8895,Edgecombe,48604.0,7471,0.6394,True
8896,Forsyth,387703.0,48645,0.4384,True
8897,Franklin,70655.0,9227,0.366,True
8898,Gaston,233387.0,37429,0.3121,True
8899,Gates,10324.0,978,0.3546,True
8900,Graham,7935.0,1252,0.1391,True
8901,Granville,60720.0,7498,0.4331,True
8902,Greene,19978.0,3143,0.5114,True
8903,Guilford,545484.0,63203,0.5133,True
8904,Halifax,47859.0,7400,0.603,True
8905,Harnett,134986.0,17194,0.3871,True
8906,Haywood,62831.0,6820,0.091,True
8907,Henderson,117429.0,14205,0.1903,True
8908,Hertford,20374.0,2651,0.6463,True
8909,Hoke,53783.0,6768,0.5962,True
8910,Hyde,4595.0,805,0.3559,True
8911,Iredell,192986.0,27199,0.2535,True
8912,Jackson,41919.0,5197,0.2246,True
8913,Johnston,224833.0,30704,0.3406,True
8914,Jones,9076.0,1235,0.3603,True
8915,Lee,64360.0,8905,0.393,True
8916,Lenoir,54323.0,9025,0.5081,True
8917,Lincoln,88742.0,14028,0.1624,True
8918,Macon,37041.0,4575,0.1328,True
8919,Madison,21146.0,2549,0.0859,True
8920,Martin,21503.0,3412,0.4724,True
8921,McDowell,44151.0,7979,0.1396,True
8922,Mecklenburg,1128426.0,149746,0.5333,True
8923,Mitchell,14783.0,1871,0.0832,True
8924,Montgomery,25485.0,4281,0.3431,True
8925,Moore,102966.0,12846,0.2278,True
8926,Nash,96101.0,14560,0.5011,True
8927,New Hanover,230423.0,27429,0.2431,True
8928,Northampton,16953.0,2462,0.6042,True
8929,Onslow,207928.0,26162,0.33,True
8930,Orange,148331.0,11114,0.3336,True
8931,Pamlico,12215.0,1582,0.2493,True
8932,Pasquotank,40966.0,4618,0.4572,True
8933,Pender,62250.0,8441,0.2475,True
8934,Perquimans,13049.0,1412,0.2763,True
8935,Person,39048.0,4820,0.3464,True
8936,Pitt,173536.0,28132,0.4785,True
8937,Polk,19461.0,2183,0.1239,True
8938,Randolph,143325.0,20198,0.2269,True
8939,Richmond,43006.0,6773,0.4419,True
8940,Robeson,115899.0,24104,0.7422,True
8941,Rockingham,90457.0,11009,0.2817,True
8942,Rowan,148565.0,25003,0.3008,True
8943,Rutherford,63870.0,10502,0.1806,True
8944,Sampson,58371.0,10635,0.4706,True
8945,Scotland,33662.0,5418,0.5786,True
8946,Stanly,62143.0,10951,0.2137,True
8947,Stokes,44422.0,5715,0.1023,True
8948,Surry,70573.0,11377,0.1689,True
8949,Swain,14046.0,1801,0.3881,True
8950,Transylvania,32825.0,3643,0.1221,True
8951,Tyrrell,3315.0,509,0.4136,True
8952,Union,244960.0,34244,0.3051,True
8953,Vance,41665.0,6253,0.6082,True
8954,Wake,1154170.0,124142,0.4122,True
8955,Warren,18621.0,2229,0.6109,True
8956,Washington,10708.0,1478,0.5457,True
8957,Watauga,54804.0,6220,0.1546,True
8958,Wayne,115895.0,15027,0.4677,True
8959,Wilkes,65151.0,10054,0.1344,True
8960,Wilson,79078.0,12526,0.526,True
8961,Yadkin,36925.0,5634,0.1712,True
8962,Yancey,18320.0,2631,0.0868,True
8963,Alamance,175029.0,24800,0.3825,True
8964,Alexander,36172.0,6069,0.1416,True
8965,Alleghany,11057.0,1528,0.1234,True
8966,Anson,22028.0,3630,0.5152,True
8967,Ashe,26506.0,3204,0.0806,True
8968,Avery,17347.0,2563,0.1157,True
8969,Beaufort,44150.0,6612,0.3322,True
8970,Bertie,17302.0,2349,0.6465,True
8971,Bladen,29171.0,5269,0.4561,True
8972,Brunswick,144821.0,15246,0.1784,True
8973,Buncombe,271638.0,25787,0.1877,True
8974,Burke,88398.0,14724,0.2044,True
8975,Cabarrus,232873.0,31200,0.3899,True
8976,Caldwell,81319.0,12555,0.1462,True
8977,Camden,10537.0,1022,0.1973,True
8978,Carteret,69039.0,7777,0.1393,True
8979,Caswell,22400.0,2984,0.374,True
8980,Catawba,162841.0,26816,0.2594,True
8981,Chatham,77095.0,6428,0.2865,True
8982,Cherokee,28738.0,4453,0.1089,True
8983,Chowan,13646.0,2173,0.3908,True
8984,Clay,11238.0,1506,0.0847,True
8985,Cleveland,99332.0,17164,0.2858,True
8986,Columbus,49795.0,9709,0.3999,True
8987,Craven,102568.0,13488,0.3377,True
8988,Cumberland,341793.0,41948,0.576,True
8989,Currituck,29385.0,2493,0.1502,True
8990,Dare,37817.0,3547,0.1215,True
8991,Davidson,171752.0,24420,0.2191,True
8992,Davie,43127.0,5907,0.1726,True
8993,Duplin,48249.0,9384,0.4646,True
8994,Durham,331347.0,33430,0.5714,True
8995,Edgecombe,48604.0,7486,0.6394,True
8996,Forsyth,387703.0,48800,0.4384,True
8997,Franklin,70655.0,9266,0.366,True
8998,Gaston,233387.0,37567,0.3121,True
8999,Gates,10324.0,985,0.3546,True
9000,Graham,7935.0,1259,0.1391,True
9001,Granville,60720.0,7512,0.4331,True
9002,Greene,19978.0,3152,0.5114,True
9003,Guilford,545484.0,63454,0.5133,True
9004,Halifax,47859.0,7420,0.603,True
9005,Harnett,134986.0,17259,0.3871,True
9006,Haywood,62831.0,6852,0.091,True
9007,Henderson,117429.0,14265,0.1903,True
9008,Hertford,20374.0,2656,0.6463,True
9009,Hoke,53783.0,6789,0.5962,True
9010,Hyde,4595.0,807,0.3559,True
9011,Iredell,192986.0,27316,0.2535,True
9012,Jackson,41919.0,5224,0.2246,True
9013,Johnston,224833.0,30784,0.3406,True
9014,Jones,9076.0,1241,0.3603,True
9015,Lee,64360.0,8950,0.393,True
9016,Lenoir,54323.0,9057,0.5081,True
9017,Lincoln,88742.0,14081,0.1624,True
9018,Macon,37041.0,4594,0.1328,True
9019,Madison,21146.0,2555,0.0859,True
9020,Martin,21503.0,3415,0.4724,True
9021,McDowell,44151.0,8011,0.1396,True
9022,Mecklenburg,1128426.0,150189,0.5333,True
9023,Mitchell,14783.0,1873,0.0832,True
9024,Montgomery,25485.0,4293,0.3431,True
9025,Moore,102966.0,12911,0.2278,True
9026,Nash,96101.0,14599,0.5011,True
9027,New Hanover,230423.0,27503,0.2431,True
9028,Northampton,16953.0,2467,0.6042,True
9029,Onslow,207928.0,26317,0.33,True
9030,Orange,148331.0,11154,0.3336,True
9031,Pamlico,12215.0,1593,0.2493,True
9032,Pasquotank,40966.0,4630,0.4572,True
9033,Pender,62250.0,8454,0.2475,True
9034,Perquimans,13049.0,1419,0.2763,True
9035,Person,39048.0,4847,0.3464,True
9036,Pitt,173536.0,28234,0.4785,True
9037,Polk,19461.0,2196,0.1239,True
9038,Randolph,143325.0,20292,0.2269,True
9039,Richmond,43006.0,6796,0.4419,True
9040,Robeson,115899.0,24172,0.7422,True
9041,Rockingham,90457.0,11039,0.2817,True
9042,Rowan,148565.0,25076,0.3008,True
9043,Rutherford,63870.0,10575,0.1806,True
9044,Sampson,58371.0,10671,0.4706,True
9045,Scotland,33662.0,5436,0.5786,True
9046,Stanly,62143.0,10987,0.2137,True
9047,Stokes,44422.0,5739,0.1023,True
9048,Surry,70573.0,11424,0.1689,True
9049,Swain,14046.0,1812,0.3881,True
9050,Transylvania,32825.0,3655,0.1221,True
9051,Tyrrell,3315.0,510,0.4136,True
9052,Union,244960.0,34358,0.3051,True
9053,Vance,41665.0,6285,0.6082,True
9054,Wake,1154170.0,124142,0.4122,True
9055,Warren,18621.0,2242,0.6109,True
9056,Washington,10708.0,1482,0.5457,True
9057,Watauga,54804.0,6244,0.1546,True
9058,Wayne,115895.0,15079,0.4677,True
9059,Wilkes,65151.0,10089,0.1344,True
9060,Wilson,79078.0,12569,0.526,True
9061,Yadkin,36925.0,5655,0.1712,True
9062,Yancey,18320.0,2636,0.0868,True
9063,Alamance,175029.0,24907,0.3825,True
9064,Alexander,36172.0,6090,0.1416,True
9065,Alleghany,11057.0,1533,0.1234,True
9066,Anson,22028.0,3636,0.5152,True
9067,Ashe,26506.0,3215,0.0806,True
9068,Avery,17347.0,2574,0.1157,True
9069,Beaufort,44150.0,6644,0.3322,True
9070,Bertie,17302.0,2359,0.6465,True
9071,Bladen,29171.0,5285,0.4561,True
9072,Brunswick,144821.0,15310,0.1784,True
9073,Buncombe,271638.0,25936,0.1877,True
9074,Burke,88398.0,14805,0.2044,True
9075,Cabarrus,232873.0,31254,0.3899,True
9076,Caldwell,81319.0,12579,0.1462,True
9077,Camden,10537.0,1027,0.1973,True
9078,Carteret,69039.0,7802,0.1393,True
9079,Caswell,22400.0,2996,0.374,True
9080,Catawba,162841.0,26891,0.2594,True
9081,Chatham,77095.0,6442,0.2865,True
9082,Cherokee,28738.0,4459,0.1089,True
9083,Chowan,13646.0,2181,0.3908,True
9084,Clay,11238.0,1511,0.0847,True
9085,Cleveland,99332.0,17204,0.2858,True
9086,Columbus,49795.0,9740,0.3999,True
9087,Craven,102568.0,13533,0.3377,True
9088,Cumberland,341793.0,42134,0.576,True
9089,Currituck,29385.0,2509,0.1502,True
9090,Dare,37817.0,3557,0.1215,True
9091,Davidson,171752.0,24500,0.2191,True
9092,Davie,43127.0,5947,0.1726,True
9093,Duplin,48249.0,9427,0.4646,True
9094,Durham,331347.0,33615,0.5714,True
9095,Edgecombe,48604.0,7519,0.6394,True
9096,Forsyth,387703.0,48984,0.4384,True
9097,Franklin,70655.0,9289,0.366,True
9098,Gaston,233387.0,37692,0.3121,True
9099,Gates,10324.0,985,0.3546,True
9100,Graham,7935.0,1262,0.1391,True
9101,Granville,60720.0,7529,0.4331,True
9102,Greene,19978.0,3169,0.5114,True
9103,Guilford,545484.0,63716,0.5133,True
9104,Halifax,47859.0,7441,0.603,True
9105,Harnett,134986.0,17311,0.3871,True
9106,Haywood,62831.0,6896,0.091,True
9107,Henderson,117429.0,14334,0.1903,True
9108,Hertford,20374.0,2667,0.6463,True
9109,Hoke,53783.0,6802,0.5962,True
9110,Hyde,4595.0,808,0.3559,True
9111,Iredell,192986.0,27396,0.2535,True
9112,Jackson,41919.0,5249,0.2246,True
9113,Johnston,224833.0,30877,0.3406,True
9114,Jones,9076.0,1251,0.3603,True
9115,Lee,64360.0,8974,0.393,True
9116,Lenoir,54323.0,9081,0.5081,True
9117,Lincoln,88742.0,14136,0.1624,True
9118,Macon,37041.0,4628,0.1328,True
9119,Madison,21146.0,2581,0.0859,True
9120,Martin,21503.0,3428,0.4724,True
9121,McDowell,44151.0,8052,0.1396,True
9122,Mecklenburg,1128426.0,150490,0.5333,True
9123,Mitchell,14783.0,1883,0.0832,True
9124,Montgomery,25485.0,4303,0.3431,True
9125,Moore,102966.0,12966,0.2278,True
9126,Nash,96101.0,14656,0.5011,True
9127,New Hanover,230423.0,27546,0.2431,True
9128,Northampton,16953.0,2477,0.6042,True
9129,Onslow,207928.0,26443,0.33,True
9130,Orange,148331.0,11182,0.3336,True
9131,Pamlico,12215.0,1599,0.2493,True
9132,Pasquotank,40966.0,4659,0.4572,True
9133,Pender,62250.0,8475,0.2475,True
9134,Perquimans,13049.0,1431,0.2763,True
9135,Person,39048.0,4866,0.3464,True
9136,Pitt,173536.0,28322,0.4785,True
9137,Polk,19461.0,2203,0.1239,True
9138,Randolph,143325.0,20369,0.2269,True
9139,Richmond,43006.0,6821,0.4419,True
9140,Robeson,115899.0,24213,0.7422,True
9141,Rockingham,90457.0,11076,0.2817,True
9142,Rowan,148565.0,25136,0.3008,True
9143,Rutherford,63870.0,10626,0.1806,True
9144,Sampson,58371.0,10707,0.4706,True
9145,Scotland,33662.0,5462,0.5786,True
9146,Stanly,62143.0,11012,0.2137,True
9147,Stokes,44422.0,5780,0.1023,True
9148,Surry,70573.0,11494,0.1689,True
9149,Swain,14046.0,1831,0.3881,True
9150,Transylvania,32825.0,3684,0.1221,True
9151,Tyrrell,3315.0,513,0.4136,True
9152,Union,244960.0,34446,0.3051,True
9153,Vance,41665.0,6317,0.6082,True
9154,Wake,1154170.0,124686,0.4122,True
9155,Warren,18621.0,2250,0.6109,True
9156,Washington,10708.0,1491,0.5457,True
9157,Watauga,54804.0,6263,0.1546,True
9158,Wayne,115895.0,15121,0.4677,True
9159,Wilkes,65151.0,10134,0.1344,True
9160,Wilson,79078.0,12612,0.526,True
9161,Yadkin,36925.0,5676,0.1712,True
9162,Yancey,18320.0,2649,0.0868,True
9163,Alamance,175029.0,24979,0.3825,True
9164,Alexander,36172.0,6109,0.1416,True
9165,Alleghany,11057.0,1540,0.1234,True
9166,Anson,22028.0,3643,0.5152,True
9167,Ashe,26506.0,3233,0.0806,True
9168,Avery,17347.0,2577,0.1157,True
9169,Beaufort,44150.0,6666,0.3322,True
9170,Bertie,17302.0,2364,0.6465,True
9171,Bladen,29171.0,5295,0.4561,True
9172,Brunswick,144821.0,15348,0.1784,True
9173,Buncombe,271638.0,26050,0.1877,True
9174,Burke,88398.0,14891,0.2044,True
9175,Cabarrus,232873.0,31289,0.3899,True
9176,Caldwell,81319.0,12620,0.1462,True
9177,Camden,10537.0,1032,0.1973,True
9178,Carteret,69039.0,7817,0.1393,True
9179,Caswell,22400.0,3008,0.374,True
9180,Catawba,162841.0,26994,0.2594,True
9181,Chatham,77095.0,6461,0.2865,True
9182,Cherokee,28738.0,4467,0.1089,True
9183,Chowan,13646.0,2190,0.3908,True
9184,Clay,11238.0,1522,0.0847,True
9185,Cleveland,99332.0,17245,0.2858,True
9186,Columbus,49795.0,9751,0.3999,True
9187,Craven,102568.0,13579,0.3377,True
9188,Cumberland,341793.0,42347,0.576,True
9189,Currituck,29385.0,2520,0.1502,True
9190,Dare,37817.0,3568,0.1215,True
9191,Davidson,171752.0,24589,0.2191,True
9192,Davie,43127.0,5972,0.1726,True
9193,Duplin,48249.0,9471,0.4646,True
9194,Durham,331347.0,33615,0.5714,True
9195,Edgecombe,48604.0,7558,0.6394,True
9196,Forsyth,387703.0,49112,0.4384,True
9197,Franklin,70655.0,9313,0.366,True
9198,Gaston,233387.0,37817,0.3121,True
9199,Gates,10324.0,989,0.3546,True
9200,Graham,7935.0,1266,0.1391,True
9201,Granville,60720.0,7558,0.4331,True
9202,Greene,19978.0,3174,0.5114,True
9203,Guilford,545484.0,63969,0.5133,True
9204,Halifax,47859.0,7451,0.603,True
9205,Harnett,134986.0,17383,0.3871,True
9206,Haywood,62831.0,6922,0.091,True
9207,Henderson,117429.0,14378,0.1903,True
9208,Hertford,20374.0,2672,0.6463,True
9209,Hoke,53783.0,6815,0.5962,True
9210,Hyde,4595.0,811,0.3559,True
9211,Iredell,192986.0,27466,0.2535,True
9212,Jackson,41919.0,5267,0.2246,True
9213,Johnston,224833.0,30947,0.3406,True
9214,Jones,9076.0,1255,0.3603,True
9215,Lee,64360.0,9001,0.393,True
9216,Lenoir,54323.0,9101,0.5081,True
9217,Lincoln,88742.0,14166,0.1624,True
9218,Macon,37041.0,4654,0.1328,True
9219,Madison,21146.0,2588,0.0859,True
9220,Martin,21503.0,3443,0.4724,True
9221,McDowell,44151.0,8099,0.1396,True
9222,Mecklenburg,1128426.0,150845,0.5333,True
9223,Mitchell,14783.0,1891,0.0832,True
9224,Montgomery,25485.0,4318,0.3431,True
9225,Moore,102966.0,13002,0.2278,True
9226,Nash,96101.0,14700,0.5011,True
9227,New Hanover,230423.0,27590,0.2431,True
9228,Northampton,16953.0,2484,0.6042,True
9229,Onslow,207928.0,26559,0.33,True
9230,Orange,148331.0,11229,0.3336,True
9231,Pamlico,12215.0,1607,0.2493,True
9232,Pasquotank,40966.0,4677,0.4572,True
9233,Pender,62250.0,8492,0.2475,True
9234,Perquimans,13049.0,1436,0.2763,True
9235,Person,39048.0,4881,0.3464,True
9236,Pitt,173536.0,28410,0.4785,True
9237,Polk,19461.0,2205,0.1239,True
9238,Randolph,143325.0,20452,0.2269,True
9239,Richmond,43006.0,6846,0.4419,True
9240,Robeson,115899.0,24262,0.7422,True
9241,Rockingham,90457.0,11138,0.2817,True
9242,Rowan,148565.0,25192,0.3008,True
9243,Rutherford,63870.0,10666,0.1806,True
9244,Sampson,58371.0,10730,0.4706,True
9245,Scotland,33662.0,5479,0.5786,True
9246,Stanly,62143.0,11041,0.2137,True
9247,Stokes,44422.0,5790,0.1023,True
9248,Surry,70573.0,11558,0.1689,True
9249,Swain,14046.0,1836,0.3881,True
9250,Transylvania,32825.0,3699,0.1221,True
9251,Tyrrell,3315.0,516,0.4136,True
9252,Union,244960.0,34540,0.3051,True
9253,Vance,41665.0,6330,0.6082,True
9254,Wake,1154170.0,125335,0.4122,True
9255,Warren,18621.0,2255,0.6109,True
9256,Washington,10708.0,1497,0.5457,True
9257,Watauga,54804.0,6295,0.1546,True
9258,Wayne,115895.0,15174,0.4677,True
9259,Wilkes,65151.0,10159,0.1344,True
9260,Wilson,79078.0,12653,0.526,True
9261,Yadkin,36925.0,5692,0.1712,True
9262,Yancey,18320.0,2661,0.0868,True
9263,Alamance,175029.0,24979,0.3825,True
9264,Alexander,36172.0,6109,0.1416,True
9265,Alleghany,11057.0,1540,0.1234,True
9266,Anson,22028.0,3643,0.5152,True
9267,Ashe,26506.0,3233,0.0806,True
9268,Avery,17347.0,2577,0.1157,True
9269,Beaufort,44150.0,6666,0.3322,True
9270,Bertie,17302.0,2364,0.6465,True
9271,Bladen,29171.0,5295,0.4561,True
9272,Brunswick,144821.0,15348,0.1784,True
9273,Buncombe,271638.0,26050,0.1877,True
9274,Burke,88398.0,14891,0.2044,True
9275,Cabarrus,232873.0,31289,0.3899,True
9276,Caldwell,81319.0,12620,0.1462,True
9277,Camden,10537.0,1032,0.1973,True
9278,Carteret,69039.0,7817,0.1393,True
9279,Caswell,22400.0,3008,0.374,True
9280,Catawba,162841.0,26994,0.2594,True
9281,Chatham,77095.0,6461,0.2865,True
9282,Cherokee,28738.0,4467,0.1089,True
9283,Chowan,13646.0,2190,0.3908,True
9284,Clay,11238.0,1522,0.0847,True
9285,Cleveland,99332.0,17245,0.2858,True
9286,Columbus,49795.0,9751,0.3999,True
9287,Craven,102568.0,13579,0.3377,True
9288,Cumberland,341793.0,42347,0.576,True
9289,Currituck,29385.0,2520,0.1502,True
9290,Dare,37817.0,3568,0.1215,True
9291,Davidson,171752.0,24589,0.2191,True
9292,Davie,43127.0,5972,0.1726,True
9293,Duplin,48249.0,9471,0.4646,True
9294,Durham,331347.0,33691,0.5714,True
9295,Edgecombe,48604.0,7558,0.6394,True
9296,Forsyth,387703.0,49112,0.4384,True
9297,Franklin,70655.0,9313,0.366,True
9298,Gaston,233387.0,37817,0.3121,True
9299,Gates,10324.0,989,0.3546,True
9300,Graham,7935.0,1266,0.1391,True
9301,Granville,60720.0,7558,0.4331,True
9302,Greene,19978.0,3174,0.5114,True
9303,Guilford,545484.0,63969,0.5133,True
9304,Halifax,47859.0,7451,0.603,True
9305,Harnett,134986.0,17383,0.3871,True
9306,Haywood,62831.0,6922,0.091,True
9307,Henderson,117429.0,14378,0.1903,True
9308,Hertford,20374.0,2672,0.6463,True
9309,Hoke,53783.0,6815,0.5962,True
9310,Hyde,4595.0,811,0.3559,True
9311,Iredell,192986.0,27466,0.2535,True
9312,Jackson,41919.0,5267,0.2246,True
9313,Johnston,224833.0,30947,0.3406,True
9314,Jones,9076.0,1255,0.3603,True
9315,Lee,64360.0,9001,0.393,True
9316,Lenoir,54323.0,9101,0.5081,True
9317,Lincoln,88742.0,14166,0.1624,True
9318,Macon,37041.0,4654,0.1328,True
9319,Madison,21146.0,2588,0.0859,True
9320,Martin,21503.0,3443,0.4724,True
9321,McDowell,44151.0,8099,0.1396,True
9322,Mecklenburg,1128426.0,150845,0.5333,True
9323,Mitchell,14783.0,1891,0.0832,True
9324,Montgomery,25485.0,4318,0.3431,True
9325,Moore,102966.0,13002,0.2278,True
9326,Nash,96101.0,14700,0.5011,True
9327,New Hanover,230423.0,27590,0.2431,True
9328,Northampton,16953.0,2484,0.6042,True
9329,Onslow,207928.0,26559,0.33,True
9330,Orange,148331.0,11229,0.3336,True
9331,Pamlico,12215.0,1607,0.2493,True
9332,Pasquotank,40966.0,4677,0.4572,True
9333,Pender,62250.0,8492,0.2475,True
9334,Perquimans,13049.0,1436,0.2763,True
9335,Person,39048.0,4881,0.3464,True
9336,Pitt,173536.0,28410,0.4785,True
9337,Polk,19461.0,2205,0.1239,True
9338,Randolph,143325.0,20452,0.2269,True
9339,Richmond,43006.0,6846,0.4419,True
9340,Robeson,115899.0,24262,0.7422,True
9341,Rockingham,90457.0,11138,0.2817,True
9342,Rowan,148565.0,25192,0.3008,True
9343,Rutherford,63870.0,10666,0.1806,True
9344,Sampson,58371.0,10730,0.4706,True
9345,Scotland,33662.0,5479,0.5786,True
9346,Stanly,62143.0,11041,0.2137,True
9347,Stokes,44422.0,5790,0.1023,True
9348,Surry,70573.0,11558,0.1689,True
9349,Swain,14046.0,1836,0.3881,True
9350,Transylvania,32825.0,3699,0.1221,True
9351,Tyrrell,3315.0,516,0.4136,True
9352,Union,244960.0,34540,0.3051,True
9353,Vance,41665.0,6330,0.6082,True
9354,Wake,1154170.0,125335,0.4122,True
9355,Warren,18621.0,2255,0.6109,True
9356,Washington,10708.0,1497,0.5457,True
9357,Watauga,54804.0,6295,0.1546,True
9358,Wayne,115895.0,15174,0.4677,True
9359,Wilkes,65151.0,10159,0.1344,True
9360,Wilson,79078.0,12653,0.526,True
9361,Yadkin,36925.0,5692,0.1712,True
9362,Yancey,18320.0,2661,0.0868,True
9363,Alamance,175029.0,24979,0.3825,True
9364,Alexander,36172.0,6109,0.1416,True
9365,Alleghany,11057.0,1540,0.1234,True
9366,Anson,22028.0,3643,0.5152,True
9367,Ashe,26506.0,3233,0.0806,True
9368,Avery,17347.0,2577,0.1157,True
9369,Beaufort,44150.0,6666,0.3322,True
9370,Bertie,17302.0,2364,0.6465,True
9371,Bladen,29171.0,5295,0.4561,True
9372,Brunswick,144821.0,15348,0.1784,True
9373,Buncombe,271638.0,26050,0.1877,True
9374,Burke,88398.0,14891,0.2044,True
9375,Cabarrus,232873.0,31289,0.3899,True
9376,Caldwell,81319.0,12620,0.1462,True
9377,Camden,10537.0,1032,0.1973,True
9378,Carteret,69039.0,7817,0.1393,True
9379,Caswell,22400.0,3008,0.374,True
9380,Catawba,162841.0,26994,0.2594,True
9381,Chatham,77095.0,6461,0.2865,True
9382,Cherokee,28738.0,4467,0.1089,True
9383,Chowan,13646.0,2190,0.3908,True
9384,Clay,11238.0,1522,0.0847,True
9385,Cleveland,99332.0,17245,0.2858,True
9386,Columbus,49795.0,9751,0.3999,True
9387,Craven,102568.0,13579,0.3377,True
9388,Cumberland,341793.0,42347,0.576,True
9389,Currituck,29385.0,2520,0.1502,True
9390,Dare,37817.0,3568,0.1215,True
9391,Davidson,171752.0,24589,0.2191,True
9392,Davie,43127.0,5972,0.1726,True
9393,Duplin,48249.0,9471,0.4646,True
9394,Durham,331347.0,33691,0.5714,True
9395,Edgecombe,48604.0,7558,0.6394,True
9396,Forsyth,387703.0,49112,0.4384,True
9397,Franklin,70655.0,9313,0.366,True
9398,Gaston,233387.0,37817,0.3121,True
9399,Gates,10324.0,989,0.3546,True
9400,Graham,7935.0,1266,0.1391,True
9401,Granville,60720.0,7558,0.4331,True
9402,Greene,19978.0,3174,0.5114,True
9403,Guilford,545484.0,63969,0.5133,True
9404,Halifax,47859.0,7451,0.603,True
9405,Harnett,134986.0,17383,0.3871,True
9406,Haywood,62831.0,6922,0.091,True
9407,Henderson,117429.0,14378,0.1903,True
9408,Hertford,20374.0,2672,0.6463,True
9409,Hoke,53783.0,6815,0.5962,True
9410,Hyde,4595.0,811,0.3559,True
