,Unnamed: 0,date,county,state,fips,cases,deaths,Population,casesprop,deathsprop,dailycase,weeklycase,dailydeath,weeklydeath,weeklyper100k,tranlevel,population_density_per_sq_mile,Minority_pct,region,pop_dens,Hotspot,Hotspot_in_2_weeks
5022,5059,2021-08-20,Mecklenburg,North Carolina,37119.0,129834,1012.0,1128426.0,0.1151,0.0009,686.0,3815.0,6.0,13.0,338.08,High,2130.4,0.5333,Central,2130.4,True,True
5122,5159,2021-08-21,Mecklenburg,North Carolina,37119.0,129834,1012.0,1128426.0,0.1151,0.0009,0.0,3815.0,0.0,13.0,338.08,High,2130.4,0.5333,Central,2130.4,True,True
5222,5259,2021-08-22,Mecklenburg,North Carolina,37119.0,129834,1012.0,1128426.0,0.1151,0.0009,0.0,3815.0,0.0,13.0,338.08,High,2130.4,0.5333,Central,2130.4,True,True
5322,5359,2021-08-23,Mecklenburg,North Carolina,37119.0,131438,1014.0,1128426.0,0.1165,0.0009,1604.0,3830.0,2.0,9.0,339.41,High,2130.4,0.5333,Central,2130.4,True,True
5422,5459,2021-08-24,Mecklenburg,North Carolina,37119.0,131949,1019.0,1128426.0,0.1169,0.0009,511.0,3917.0,5.0,14.0,347.12,High,2130.4,0.5333,Central,2130.4,True,True
5522,5559,2021-08-25,Mecklenburg,North Carolina,37119.0,132503,1025.0,1128426.0,0.1174,0.0009,554.0,3989.0,6.0,20.0,353.5,High,2130.4,0.5333,Central,2130.4,True,True
5622,5659,2021-08-26,Mecklenburg,North Carolina,37119.0,133232,1030.0,1128426.0,0.1181,0.0009,729.0,4084.0,5.0,24.0,361.92,High,2130.4,0.5333,Central,2130.4,True,True
5722,5759,2021-08-27,Mecklenburg,North Carolina,37119.0,133843,1034.0,1128426.0,0.1186,0.0009,611.0,4009.0,4.0,22.0,355.27,High,2130.4,0.5333,Central,2130.4,True,True
5822,5859,2021-08-28,Mecklenburg,North Carolina,37119.0,133843,1034.0,1128426.0,0.1186,0.0009,0.0,4009.0,0.0,22.0,355.27,High,2130.4,0.5333,Central,2130.4,True,True
5922,5959,2021-08-29,Mecklenburg,North Carolina,37119.0,133843,1034.0,1128426.0,0.1186,0.0009,0.0,4009.0,0.0,22.0,355.27,High,2130.4,0.5333,Central,2130.4,True,True
6022,6059,2021-08-30,Mecklenburg,North Carolina,37119.0,135422,1044.0,1128426.0,0.12,0.0009,1579.0,3984.0,10.0,30.0,353.06,High,2130.4,0.5333,Central,2130.4,True,True
6122,6159,2021-08-31,Mecklenburg,North Carolina,37119.0,135931,1050.0,1128426.0,0.1205,0.0009,509.0,3982.0,6.0,31.0,352.88,High,2130.4,0.5333,Central,2130.4,True,True
6222,6259,2021-09-01,Mecklenburg,North Carolina,37119.0,136492,1050.0,1128426.0,0.121,0.0009,561.0,3989.0,0.0,25.0,353.5,High,2130.4,0.5333,Central,2130.4,True,True
6322,6359,2021-09-02,Mecklenburg,North Carolina,37119.0,137078,1056.0,1128426.0,0.1215,0.0009,586.0,3846.0,6.0,26.0,340.83,High,2130.4,0.5333,Central,2130.4,True,True
6422,6459,2021-09-03,Mecklenburg,North Carolina,37119.0,137651,1061.0,1128426.0,0.122,0.0009,573.0,3808.0,5.0,27.0,337.46,High,2130.4,0.5333,Central,2130.4,True,True
6522,6559,2021-09-04,Mecklenburg,North Carolina,37119.0,137651,1061.0,1128426.0,0.122,0.0009,0.0,3808.0,0.0,27.0,337.46,High,2130.4,0.5333,Central,2130.4,True,True
6622,6659,2021-09-05,Mecklenburg,North Carolina,37119.0,137651,1061.0,1128426.0,0.122,0.0009,0.0,3808.0,0.0,27.0,337.46,High,2130.4,0.5333,Central,2130.4,True,True
6722,6759,2021-09-06,Mecklenburg,North Carolina,37119.0,137651,1061.0,1128426.0,0.122,0.0009,0.0,2229.0,0.0,17.0,197.53,High,2130.4,0.5333,Central,2130.4,True,True
6822,6859,2021-09-07,Mecklenburg,North Carolina,37119.0,139478,1067.0,1128426.0,0.1236,0.0009,1827.0,3547.0,6.0,17.0,314.33,High,2130.4,0.5333,Central,2130.4,True,True
6922,6959,2021-09-08,Mecklenburg,North Carolina,37119.0,139839,1067.0,1128426.0,0.1239,0.0009,361.0,3347.0,0.0,17.0,296.61,High,2130.4,0.5333,Central,2130.4,True,True
7022,7059,2021-09-09,Mecklenburg,North Carolina,37119.0,140432,1074.0,1128426.0,0.1244,0.001,593.0,3354.0,7.0,18.0,297.23,High,2130.4,0.5333,Central,2130.4,True,True
7122,7159,2021-09-10,Mecklenburg,North Carolina,37119.0,140746,1083.0,1128426.0,0.1247,0.001,314.0,3095.0,9.0,22.0,274.28,High,2130.4,0.5333,Central,2130.4,True,True
7222,7259,2021-09-11,Mecklenburg,North Carolina,37119.0,140746,1083.0,1128426.0,0.1247,0.001,0.0,3095.0,0.0,22.0,274.28,High,2130.4,0.5333,Central,2130.4,True,True
7322,7359,2021-09-12,Mecklenburg,North Carolina,37119.0,140746,1083.0,1128426.0,0.1247,0.001,0.0,3095.0,0.0,22.0,274.28,High,2130.4,0.5333,Central,2130.4,True,True
7422,7459,2021-09-13,Mecklenburg,North Carolina,37119.0,142727,1093.0,1128426.0,0.1265,0.001,1981.0,5076.0,10.0,32.0,449.83,High,2130.4,0.5333,Central,2130.4,True,True
7522,7559,2021-09-14,Mecklenburg,North Carolina,37119.0,143083,1093.0,1128426.0,0.1268,0.001,356.0,3605.0,0.0,26.0,319.47,High,2130.4,0.5333,Central,2130.4,True,True
7622,7659,2021-09-15,Mecklenburg,North Carolina,37119.0,143760,1102.0,1128426.0,0.1274,0.001,677.0,3921.0,9.0,35.0,347.48,High,2130.4,0.5333,Central,2130.4,True,True
7722,7759,2021-09-16,Mecklenburg,North Carolina,37119.0,144158,1106.0,1128426.0,0.1278,0.001,398.0,3726.0,4.0,32.0,330.19,High,2130.4,0.5333,Central,2130.4,True,True
7822,7859,2021-09-17,Mecklenburg,North Carolina,37119.0,144795,1117.0,1128426.0,0.1283,0.001,637.0,4049.0,11.0,34.0,358.82,High,2130.4,0.5333,Central,2130.4,True,True
7922,7959,2021-09-18,Mecklenburg,North Carolina,37119.0,144795,1117.0,1128426.0,0.1283,0.001,0.0,4049.0,0.0,34.0,358.82,High,2130.4,0.5333,Central,2130.4,True,True
8022,8059,2021-09-19,Mecklenburg,North Carolina,37119.0,144795,1117.0,1128426.0,0.1283,0.001,0.0,4049.0,0.0,34.0,358.82,High,2130.4,0.5333,Central,2130.4,True,True
8122,8159,2021-09-20,Mecklenburg,North Carolina,37119.0,146038,1123.0,1128426.0,0.1294,0.001,1243.0,3311.0,6.0,30.0,293.42,High,2130.4,0.5333,Central,2130.4,True,True
8222,8259,2021-09-21,Mecklenburg,North Carolina,37119.0,146601,1123.0,1128426.0,0.1299,0.001,563.0,3518.0,0.0,30.0,311.76,High,2130.4,0.5333,Central,2130.4,True,True
8322,8359,2021-09-22,Mecklenburg,North Carolina,37119.0,147294,1128.0,1128426.0,0.1305,0.001,693.0,3534.0,5.0,26.0,313.18,High,2130.4,0.5333,Central,2130.4,True,True
8422,8459,2021-09-23,Mecklenburg,North Carolina,37119.0,147806,1136.0,1128426.0,0.131,0.001,512.0,3648.0,8.0,30.0,323.28,High,2130.4,0.5333,Central,2130.4,True,True
8522,8559,2021-09-24,Mecklenburg,North Carolina,37119.0,148228,1143.0,1128426.0,0.1314,0.001,422.0,3433.0,7.0,26.0,304.23,High,2130.4,0.5333,Central,2130.4,True,True
8622,8659,2021-09-25,Mecklenburg,North Carolina,37119.0,148228,1143.0,1128426.0,0.1314,0.001,0.0,3433.0,0.0,26.0,304.23,High,2130.4,0.5333,Central,2130.4,True,True
8722,8759,2021-09-26,Mecklenburg,North Carolina,37119.0,148228,1143.0,1128426.0,0.1314,0.001,0.0,3433.0,0.0,26.0,304.23,High,2130.4,0.5333,Central,2130.4,True,True
8822,8859,2021-09-27,Mecklenburg,North Carolina,37119.0,149346,1150.0,1128426.0,0.1323,0.001,1118.0,3308.0,7.0,27.0,293.15,High,2130.4,0.5333,Central,2130.4,True,True
8922,8959,2021-09-28,Mecklenburg,North Carolina,37119.0,149746,1150.0,1128426.0,0.1327,0.001,400.0,3145.0,0.0,27.0,278.71,High,2130.4,0.5333,Central,2130.4,True,True
9022,9059,2021-09-29,Mecklenburg,North Carolina,37119.0,150189,1158.0,1128426.0,0.1331,0.001,443.0,2895.0,8.0,30.0,256.55,High,2130.4,0.5333,Central,2130.4,True,True
9122,9159,2021-09-30,Mecklenburg,North Carolina,37119.0,150490,1162.0,1128426.0,0.1334,0.001,301.0,2684.0,4.0,26.0,237.85,High,2130.4,0.5333,Central,2130.4,True,True
9222,9259,2021-10-01,Mecklenburg,North Carolina,37119.0,150845,1166.0,1128426.0,0.1337,0.001,355.0,2617.0,4.0,23.0,231.92,High,2130.4,0.5333,Central,2130.4,True,True
9322,9359,2021-10-02,Mecklenburg,North Carolina,37119.0,150845,1166.0,1128426.0,0.1337,0.001,0.0,2617.0,0.0,23.0,231.92,High,2130.4,0.5333,Central,2130.4,True,True
9422,9459,2021-10-03,Mecklenburg,North Carolina,37119.0,150845,1166.0,1128426.0,0.1337,0.001,0.0,2617.0,0.0,23.0,231.92,High,2130.4,0.5333,Central,2130.4,True,True
9522,9559,2021-10-04,Mecklenburg,North Carolina,37119.0,151771,1167.0,1128426.0,0.1345,0.001,926.0,2425.0,1.0,17.0,214.9,High,2130.4,0.5333,Central,2130.4,True,True
9622,9659,2021-10-05,Mecklenburg,North Carolina,37119.0,152121,1166.0,1128426.0,0.1348,0.001,350.0,2375.0,-1.0,16.0,210.47,High,2130.4,0.5333,Central,2130.4,True,True
9722,9759,2021-10-06,Mecklenburg,North Carolina,37119.0,152437,1177.0,1128426.0,0.1351,0.001,316.0,2248.0,11.0,19.0,199.22,High,2130.4,0.5333,Central,2130.4,True,True
9822,9859,2021-10-07,Mecklenburg,North Carolina,37119.0,152696,1182.0,1128426.0,0.1353,0.001,259.0,2206.0,5.0,20.0,195.49,High,2130.4,0.5333,Central,2130.4,True,True
9922,9959,2021-10-08,Mecklenburg,North Carolina,37119.0,153083,1188.0,1128426.0,0.1357,0.0011,387.0,2238.0,6.0,22.0,198.33,High,2130.4,0.5333,Central,2130.4,True,True
10022,10059,2021-10-09,Mecklenburg,North Carolina,37119.0,153083,1188.0,1128426.0,0.1357,0.0011,0.0,2238.0,0.0,22.0,198.33,High,2130.4,0.5333,Central,2130.4,True,True
10122,10159,2021-10-10,Mecklenburg,North Carolina,37119.0,153083,1188.0,1128426.0,0.1357,0.0011,0.0,2238.0,0.0,22.0,198.33,High,2130.4,0.5333,Central,2130.4,True,True
10222,10259,2021-10-11,Mecklenburg,North Carolina,37119.0,153765,1192.0,1128426.0,0.1363,0.0011,682.0,1994.0,4.0,25.0,176.71,High,2130.4,0.5333,Central,2130.4,True,True
10322,10359,2021-10-12,Mecklenburg,North Carolina,37119.0,153971,1192.0,1128426.0,0.1364,0.0011,206.0,1850.0,0.0,26.0,163.95,High,2130.4,0.5333,Central,2130.4,True,True
10422,10459,2021-10-13,Mecklenburg,North Carolina,37119.0,154206,1204.0,1128426.0,0.1367,0.0011,235.0,1769.0,12.0,27.0,156.77,High,2130.4,0.5333,Central,2130.4,True,True
10522,10559,2021-10-14,Mecklenburg,North Carolina,37119.0,154435,1205.0,1128426.0,0.1369,0.0011,229.0,1739.0,1.0,23.0,154.11,High,2130.4,0.5333,Central,2130.4,True,True
10622,10659,2021-10-15,Mecklenburg,North Carolina,37119.0,154718,1211.0,1128426.0,0.1371,0.0011,283.0,1635.0,6.0,23.0,144.89,High,2130.4,0.5333,Central,2130.4,True,True
10722,10759,2021-10-16,Mecklenburg,North Carolina,37119.0,154718,1211.0,1128426.0,0.1371,0.0011,0.0,1635.0,0.0,23.0,144.89,High,2130.4,0.5333,Central,2130.4,True,True
10822,10859,2021-10-17,Mecklenburg,North Carolina,37119.0,154718,1211.0,1128426.0,0.1371,0.0011,0.0,1635.0,0.0,23.0,144.89,High,2130.4,0.5333,Central,2130.4,True,True
10922,10959,2021-10-18,Mecklenburg,North Carolina,37119.0,155299,1219.0,1128426.0,0.1376,0.0011,581.0,1534.0,8.0,27.0,135.94,High,2130.4,0.5333,Central,2130.4,True,True
11022,11059,2021-10-19,Mecklenburg,North Carolina,37119.0,155457,1220.0,1128426.0,0.1378,0.0011,158.0,1486.0,1.0,28.0,131.69,High,2130.4,0.5333,Central,2130.4,True,True
11122,11159,2021-10-20,Mecklenburg,North Carolina,37119.0,155663,1224.0,1128426.0,0.1379,0.0011,206.0,1457.0,4.0,20.0,129.12,High,2130.4,0.5333,Central,2130.4,True,True
11222,11259,2021-10-21,Mecklenburg,North Carolina,37119.0,155881,1224.0,1128426.0,0.1381,0.0011,218.0,1446.0,0.0,19.0,128.14,High,2130.4,0.5333,Central,2130.4,True,True
11322,11359,2021-10-22,Mecklenburg,North Carolina,37119.0,156024,1227.0,1128426.0,0.1383,0.0011,143.0,1306.0,3.0,16.0,115.74,High,2130.4,0.5333,Central,2130.4,True,True
11422,11459,2021-10-23,Mecklenburg,North Carolina,37119.0,156024,1227.0,1128426.0,0.1383,0.0011,0.0,1306.0,0.0,16.0,115.74,High,2130.4,0.5333,Central,2130.4,True,True
11522,11559,2021-10-24,Mecklenburg,North Carolina,37119.0,156024,1227.0,1128426.0,0.1383,0.0011,0.0,1306.0,0.0,16.0,115.74,High,2130.4,0.5333,Central,2130.4,True,True
11622,11659,2021-10-25,Mecklenburg,North Carolina,37119.0,156529,1235.0,1128426.0,0.1387,0.0011,505.0,1230.0,8.0,16.0,109.0,High,2130.4,0.5333,Central,2130.4,True,True
11722,11759,2021-10-26,Mecklenburg,North Carolina,37119.0,156694,1238.0,1128426.0,0.1389,0.0011,165.0,1237.0,3.0,18.0,109.62,High,2130.4,0.5333,Central,2130.4,True,True
11822,11859,2021-10-27,Mecklenburg,North Carolina,37119.0,156828,1237.0,1128426.0,0.139,0.0011,134.0,1165.0,-1.0,13.0,103.24,High,2130.4,0.5333,Central,2130.4,True,True
11922,11959,2021-10-28,Mecklenburg,North Carolina,37119.0,157039,1239.0,1128426.0,0.1392,0.0011,211.0,1158.0,2.0,15.0,102.62,High,2130.4,0.5333,Central,2130.4,True,True
12022,12059,2021-10-29,Mecklenburg,North Carolina,37119.0,157260,1244.0,1128426.0,0.1394,0.0011,221.0,1236.0,5.0,17.0,109.53,High,2130.4,0.5333,Central,2130.4,True,True
12122,12159,2021-10-30,Mecklenburg,North Carolina,37119.0,157260,1244.0,1128426.0,0.1394,0.0011,0.0,1236.0,0.0,17.0,109.53,High,2130.4,0.5333,Central,2130.4,True,True
12222,12259,2021-10-31,Mecklenburg,North Carolina,37119.0,157260,1244.0,1128426.0,0.1394,0.0011,0.0,1236.0,0.0,17.0,109.53,High,2130.4,0.5333,Central,2130.4,True,True
12322,12359,2021-11-01,Mecklenburg,North Carolina,37119.0,157711,1251.0,1128426.0,0.1398,0.0011,451.0,1182.0,7.0,16.0,104.75,High,2130.4,0.5333,Central,2130.4,True,True
12422,12459,2021-11-02,Mecklenburg,North Carolina,37119.0,157865,1252.0,1128426.0,0.1399,0.0011,154.0,1171.0,1.0,14.0,103.77,High,2130.4,0.5333,Central,2130.4,True,True
12522,12559,2021-11-03,Mecklenburg,North Carolina,37119.0,158018,1256.0,1128426.0,0.14,0.0011,153.0,1190.0,4.0,19.0,105.46,High,2130.4,0.5333,Central,2130.4,True,True
12622,12659,2021-11-04,Mecklenburg,North Carolina,37119.0,158157,1257.0,1128426.0,0.1402,0.0011,139.0,1118.0,1.0,18.0,99.08,Substantial,2130.4,0.5333,Central,2130.4,True,True
12722,12759,2021-11-05,Mecklenburg,North Carolina,37119.0,158324,1258.0,1128426.0,0.1403,0.0011,167.0,1064.0,1.0,14.0,94.29,Substantial,2130.4,0.5333,Central,2130.4,True,True
12822,12859,2021-11-06,Mecklenburg,North Carolina,37119.0,158324,1258.0,1128426.0,0.1403,0.0011,0.0,1064.0,0.0,14.0,94.29,Substantial,2130.4,0.5333,Central,2130.4,True,True
12922,12959,2021-11-07,Mecklenburg,North Carolina,37119.0,158324,1258.0,1128426.0,0.1403,0.0011,0.0,1064.0,0.0,14.0,94.29,Substantial,2130.4,0.5333,Central,2130.4,True,True
13022,13059,2021-11-08,Mecklenburg,North Carolina,37119.0,158689,1259.0,1128426.0,0.1406,0.0011,365.0,978.0,1.0,8.0,86.67,Substantial,2130.4,0.5333,Central,2130.4,True,True
13122,13159,2021-11-09,Mecklenburg,North Carolina,37119.0,158871,1260.0,1128426.0,0.1408,0.0011,182.0,1006.0,1.0,8.0,89.15,Substantial,2130.4,0.5333,Central,2130.4,True,True
13222,13259,2021-11-10,Mecklenburg,North Carolina,37119.0,159077,1260.0,1128426.0,0.141,0.0011,206.0,1059.0,0.0,4.0,93.85,Substantial,2130.4,0.5333,Central,2130.4,True,True
13322,13359,2021-11-11,Mecklenburg,North Carolina,37119.0,159077,1260.0,1128426.0,0.141,0.0011,0.0,920.0,0.0,3.0,81.53,Substantial,2130.4,0.5333,Central,2130.4,True,True
13422,13459,2021-11-12,Mecklenburg,North Carolina,37119.0,159425,1261.0,1128426.0,0.1413,0.0011,348.0,1101.0,1.0,3.0,97.57,Substantial,2130.4,0.5333,Central,2130.4,True,True
13522,13559,2021-11-13,Mecklenburg,North Carolina,37119.0,159425,1261.0,1128426.0,0.1413,0.0011,0.0,1101.0,0.0,3.0,97.57,Substantial,2130.4,0.5333,Central,2130.4,True,True
13622,13659,2021-11-14,Mecklenburg,North Carolina,37119.0,159425,1261.0,1128426.0,0.1413,0.0011,0.0,1101.0,0.0,3.0,97.57,Substantial,2130.4,0.5333,Central,2130.4,True,True
13722,13759,2021-11-15,Mecklenburg,North Carolina,37119.0,159913,1263.0,1128426.0,0.1417,0.0011,488.0,1224.0,2.0,4.0,108.47,High,2130.4,0.5333,Central,2130.4,True,True
13822,13859,2021-11-16,Mecklenburg,North Carolina,37119.0,160063,1265.0,1128426.0,0.1418,0.0011,150.0,1192.0,2.0,5.0,105.63,High,2130.4,0.5333,Central,2130.4,True,True
13922,13959,2021-11-17,Mecklenburg,North Carolina,37119.0,160267,1269.0,1128426.0,0.142,0.0011,204.0,1190.0,4.0,9.0,105.46,High,2130.4,0.5333,Central,2130.4,True,True
14022,14059,2021-11-18,Mecklenburg,North Carolina,37119.0,160433,1270.0,1128426.0,0.1422,0.0011,166.0,1356.0,1.0,10.0,120.17,High,2130.4,0.5333,Central,2130.4,True,True
14122,14159,2021-11-19,Mecklenburg,North Carolina,37119.0,160678,1270.0,1128426.0,0.1424,0.0011,245.0,1253.0,0.0,9.0,111.04,High,2130.4,0.5333,Central,2130.4,True,
14222,14259,2021-11-20,Mecklenburg,North Carolina,37119.0,160678,1270.0,1128426.0,0.1424,0.0011,0.0,1253.0,0.0,9.0,111.04,High,2130.4,0.5333,Central,2130.4,True,
14322,14359,2021-11-21,Mecklenburg,North Carolina,37119.0,160678,1270.0,1128426.0,0.1424,0.0011,0.0,1253.0,0.0,9.0,111.04,High,2130.4,0.5333,Central,2130.4,True,
14422,14459,2021-11-22,Mecklenburg,North Carolina,37119.0,161218,1272.0,1128426.0,0.1429,0.0011,540.0,1305.0,2.0,9.0,115.65,High,2130.4,0.5333,Central,2130.4,True,
14522,14559,2021-11-23,Mecklenburg,North Carolina,37119.0,161399,1272.0,1128426.0,0.143,0.0011,181.0,1336.0,0.0,7.0,118.4,High,2130.4,0.5333,Central,2130.4,True,
14622,14659,2021-11-24,Mecklenburg,North Carolina,37119.0,161567,1274.0,1128426.0,0.1432,0.0011,168.0,1300.0,2.0,5.0,115.2,High,2130.4,0.5333,Central,2130.4,True,
14722,14759,2021-11-25,Mecklenburg,North Carolina,37119.0,161567,1274.0,1128426.0,0.1432,0.0011,0.0,1134.0,0.0,4.0,100.49,High,2130.4,0.5333,Central,2130.4,True,
14822,14859,2021-11-26,Mecklenburg,North Carolina,37119.0,161567,1274.0,1128426.0,0.1432,0.0011,0.0,889.0,0.0,4.0,78.78,Substantial,2130.4,0.5333,Central,2130.4,True,
14922,14959,2021-11-27,Mecklenburg,North Carolina,37119.0,161567,1274.0,1128426.0,0.1432,0.0011,0.0,889.0,0.0,4.0,78.78,Substantial,2130.4,0.5333,Central,2130.4,True,
15022,15059,2021-11-28,Mecklenburg,North Carolina,37119.0,161567,1274.0,1128426.0,0.1432,0.0011,0.0,889.0,0.0,4.0,78.78,Substantial,2130.4,0.5333,Central,2130.4,True,
15122,15159,2021-11-29,Mecklenburg,North Carolina,37119.0,162362,1274.0,1128426.0,0.1439,0.0011,795.0,1144.0,0.0,2.0,101.38,High,2130.4,0.5333,Central,2130.4,True,
15222,15259,2021-11-30,Mecklenburg,North Carolina,37119.0,162575,1279.0,1128426.0,0.1441,0.0011,213.0,1176.0,5.0,7.0,104.22,High,2130.4,0.5333,Central,2130.4,True,
15322,15359,2021-12-01,Mecklenburg,North Carolina,37119.0,162794,1284.0,1128426.0,0.1443,0.0011,219.0,1227.0,5.0,10.0,108.74,High,2130.4,0.5333,Central,2130.4,True,
15421,15459,2021-12-02,Mecklenburg,North Carolina,37119.0,163093,1284.0,1128426.0,0.1445,0.0011,299.0,1526.0,0.0,10.0,135.23,High,2130.4,0.5333,Central,2130.4,True,
60,60,2021-07-01,Mitchell,North Carolina,37121.0,1479,16.0,14783.0,0.1,0.0011,0.0,0.0,0.0,0.0,0.0,Low,67.4,0.0832,Western,67.4,False,False
160,160,2021-07-02,Mitchell,North Carolina,37121.0,1480,16.0,14783.0,0.1001,0.0011,1.0,0.0,0.0,0.0,0.0,Low,67.4,0.0832,Western,67.4,False,False
260,260,2021-07-03,Mitchell,North Carolina,37121.0,1480,16.0,14783.0,0.1001,0.0011,0.0,0.0,0.0,0.0,0.0,Low,67.4,0.0832,Western,67.4,False,False
360,360,2021-07-04,Mitchell,North Carolina,37121.0,1480,16.0,14783.0,0.1001,0.0011,0.0,0.0,0.0,0.0,0.0,Low,67.4,0.0832,Western,67.4,False,False
460,460,2021-07-05,Mitchell,North Carolina,37121.0,1480,16.0,14783.0,0.1001,0.0011,0.0,0.0,0.0,0.0,0.0,Low,67.4,0.0832,Western,67.4,False,False
560,560,2021-07-06,Mitchell,North Carolina,37121.0,1479,16.0,14783.0,0.1,0.0011,-1.0,0.0,0.0,0.0,0.0,Low,67.4,0.0832,Western,67.4,False,False
660,660,2021-07-07,Mitchell,North Carolina,37121.0,1479,16.0,14783.0,0.1,0.0011,0.0,0.0,0.0,0.0,0.0,Low,67.4,0.0832,Western,67.4,False,False
1525,1560,2021-07-16,Mitchell,North Carolina,37121.0,1477,16.0,14783.0,0.0999,0.0011,0.0,0.0,0.0,0.0,0.0,Low,67.4,0.0832,Western,67.4,False,False
1625,1660,2021-07-17,Mitchell,North Carolina,37121.0,1477,16.0,14783.0,0.0999,0.0011,0.0,0.0,0.0,0.0,0.0,Low,67.4,0.0832,Western,67.4,False,False
1725,1760,2021-07-18,Mitchell,North Carolina,37121.0,1477,16.0,14783.0,0.0999,0.0011,0.0,0.0,0.0,0.0,0.0,Low,67.4,0.0832,Western,67.4,False,False
1824,1860,2021-07-19,Mitchell,North Carolina,37121.0,1477,16.0,14783.0,0.0999,0.0011,0.0,0.0,0.0,0.0,0.0,Low,67.4,0.0832,Western,67.4,False,True
1923,1960,2021-07-20,Mitchell,North Carolina,37121.0,1478,16.0,14783.0,0.1,0.0011,1.0,1.0,0.0,0.0,6.76,Low,67.4,0.0832,Western,67.4,False,True
2023,2060,2021-07-21,Mitchell,North Carolina,37121.0,1479,16.0,14783.0,0.1,0.0011,1.0,2.0,0.0,0.0,13.53,Moderate,67.4,0.0832,Western,67.4,False,True
2123,2160,2021-07-22,Mitchell,North Carolina,37121.0,1479,16.0,14783.0,0.1,0.0011,0.0,2.0,0.0,0.0,13.53,Moderate,67.4,0.0832,Western,67.4,False,True
2223,2260,2021-07-23,Mitchell,North Carolina,37121.0,1479,16.0,14783.0,0.1,0.0011,0.0,2.0,0.0,0.0,13.53,Moderate,67.4,0.0832,Western,67.4,False,True
2323,2360,2021-07-24,Mitchell,North Carolina,37121.0,1479,16.0,14783.0,0.1,0.0011,0.0,2.0,0.0,0.0,13.53,Moderate,67.4,0.0832,Western,67.4,False,True
2423,2460,2021-07-25,Mitchell,North Carolina,37121.0,1479,16.0,14783.0,0.1,0.0011,0.0,2.0,0.0,0.0,13.53,Moderate,67.4,0.0832,Western,67.4,False,True
2523,2560,2021-07-26,Mitchell,North Carolina,37121.0,1479,16.0,14783.0,0.1,0.0011,0.0,2.0,0.0,0.0,13.53,Moderate,67.4,0.0832,Western,67.4,False,True
2623,2660,2021-07-27,Mitchell,North Carolina,37121.0,1479,16.0,14783.0,0.1,0.0011,0.0,1.0,0.0,0.0,6.76,Low,67.4,0.0832,Western,67.4,False,True
2723,2760,2021-07-28,Mitchell,North Carolina,37121.0,1479,16.0,14783.0,0.1,0.0011,0.0,0.0,0.0,0.0,0.0,Low,67.4,0.0832,Western,67.4,False,True
2823,2860,2021-07-29,Mitchell,North Carolina,37121.0,1483,16.0,14783.0,0.1003,0.0011,4.0,4.0,0.0,0.0,27.06,Moderate,67.4,0.0832,Western,67.4,False,True
2923,2960,2021-07-30,Mitchell,North Carolina,37121.0,1484,16.0,14783.0,0.1004,0.0011,1.0,5.0,0.0,0.0,33.82,Moderate,67.4,0.0832,Western,67.4,False,True
3023,3060,2021-07-31,Mitchell,North Carolina,37121.0,1484,16.0,14783.0,0.1004,0.0011,0.0,5.0,0.0,0.0,33.82,Moderate,67.4,0.0832,Western,67.4,False,True
3123,3160,2021-08-01,Mitchell,North Carolina,37121.0,1484,16.0,14783.0,0.1004,0.0011,0.0,5.0,0.0,0.0,33.82,Moderate,67.4,0.0832,Western,67.4,False,True
3223,3260,2021-08-02,Mitchell,North Carolina,37121.0,1487,16.0,14783.0,0.1006,0.0011,3.0,8.0,0.0,0.0,54.12,Substantial,67.4,0.0832,Western,67.4,True,True
3323,3360,2021-08-03,Mitchell,North Carolina,37121.0,1489,16.0,14783.0,0.1007,0.0011,2.0,10.0,0.0,0.0,67.65,Substantial,67.4,0.0832,Western,67.4,True,True
3423,3460,2021-08-04,Mitchell,North Carolina,37121.0,1495,16.0,14783.0,0.1011,0.0011,6.0,16.0,0.0,0.0,108.23,High,67.4,0.0832,Western,67.4,True,True
3523,3560,2021-08-05,Mitchell,North Carolina,37121.0,1497,16.0,14783.0,0.1013,0.0011,2.0,14.0,0.0,0.0,94.7,Substantial,67.4,0.0832,Western,67.4,True,True
3623,3660,2021-08-06,Mitchell,North Carolina,37121.0,1507,16.0,14783.0,0.1019,0.0011,10.0,23.0,0.0,0.0,155.58,High,67.4,0.0832,Western,67.4,True,True
3723,3760,2021-08-07,Mitchell,North Carolina,37121.0,1507,16.0,14783.0,0.1019,0.0011,0.0,23.0,0.0,0.0,155.58,High,67.4,0.0832,Western,67.4,True,True
3823,3860,2021-08-08,Mitchell,North Carolina,37121.0,1507,16.0,14783.0,0.1019,0.0011,0.0,23.0,0.0,0.0,155.58,High,67.4,0.0832,Western,67.4,True,True
3923,3960,2021-08-09,Mitchell,North Carolina,37121.0,1518,16.0,14783.0,0.1027,0.0011,11.0,31.0,0.0,0.0,209.7,High,67.4,0.0832,Western,67.4,True,True
4023,4060,2021-08-10,Mitchell,North Carolina,37121.0,1521,16.0,14783.0,0.1029,0.0011,3.0,32.0,0.0,0.0,216.46,High,67.4,0.0832,Western,67.4,True,True
4123,4160,2021-08-11,Mitchell,North Carolina,37121.0,1530,16.0,14783.0,0.1035,0.0011,9.0,35.0,0.0,0.0,236.76,High,67.4,0.0832,Western,67.4,True,True
