,Unnamed: 0,date,county,state,fips,cases,deaths,Population,casesprop,deathsprop,dailycase,weeklycase,dailydeath,weeklydeath,weeklyper100k,tranlevel,population_density_per_sq_mile,Minority_pct,region,pop_dens,Hotspot,Hotspot_in_2_weeks
4445,4482,2021-08-14,Scotland,North Carolina,37165.0,4337,93.0,33662.0,0.1288,0.0028,0.0,131.0,0.0,2.0,389.16,High,107.1,0.5786,Eastern,107.1,True,True
4545,4582,2021-08-15,Scotland,North Carolina,37165.0,4337,93.0,33662.0,0.1288,0.0028,0.0,131.0,0.0,2.0,389.16,High,107.1,0.5786,Eastern,107.1,True,True
4645,4682,2021-08-16,Scotland,North Carolina,37165.0,4381,93.0,33662.0,0.1301,0.0028,44.0,123.0,0.0,2.0,365.4,High,107.1,0.5786,Eastern,107.1,True,True
4745,4782,2021-08-17,Scotland,North Carolina,37165.0,4393,93.0,33662.0,0.1305,0.0028,12.0,118.0,0.0,0.0,350.54,High,107.1,0.5786,Eastern,107.1,True,True
4845,4882,2021-08-18,Scotland,North Carolina,37165.0,4405,94.0,33662.0,0.1309,0.0028,12.0,108.0,1.0,1.0,320.84,High,107.1,0.5786,Eastern,107.1,True,True
4945,4982,2021-08-19,Scotland,North Carolina,37165.0,4430,94.0,33662.0,0.1316,0.0028,25.0,114.0,0.0,1.0,338.66,High,107.1,0.5786,Eastern,107.1,True,True
5045,5082,2021-08-20,Scotland,North Carolina,37165.0,4466,94.0,33662.0,0.1327,0.0028,36.0,129.0,0.0,1.0,383.22,High,107.1,0.5786,Eastern,107.1,True,True
5145,5182,2021-08-21,Scotland,North Carolina,37165.0,4466,94.0,33662.0,0.1327,0.0028,0.0,129.0,0.0,1.0,383.22,High,107.1,0.5786,Eastern,107.1,True,True
5245,5282,2021-08-22,Scotland,North Carolina,37165.0,4466,94.0,33662.0,0.1327,0.0028,0.0,129.0,0.0,1.0,383.22,High,107.1,0.5786,Eastern,107.1,True,True
5345,5382,2021-08-23,Scotland,North Carolina,37165.0,4531,95.0,33662.0,0.1346,0.0028,65.0,150.0,1.0,2.0,445.61,High,107.1,0.5786,Eastern,107.1,True,True
5445,5482,2021-08-24,Scotland,North Carolina,37165.0,4548,95.0,33662.0,0.1351,0.0028,17.0,155.0,0.0,2.0,460.46,High,107.1,0.5786,Eastern,107.1,True,True
5545,5582,2021-08-25,Scotland,North Carolina,37165.0,4575,96.0,33662.0,0.1359,0.0029,27.0,170.0,1.0,2.0,505.02,High,107.1,0.5786,Eastern,107.1,True,True
5645,5682,2021-08-26,Scotland,North Carolina,37165.0,4606,96.0,33662.0,0.1368,0.0029,31.0,176.0,0.0,2.0,522.84,High,107.1,0.5786,Eastern,107.1,True,True
5745,5782,2021-08-27,Scotland,North Carolina,37165.0,4639,96.0,33662.0,0.1378,0.0029,33.0,173.0,0.0,2.0,513.93,High,107.1,0.5786,Eastern,107.1,True,True
5845,5882,2021-08-28,Scotland,North Carolina,37165.0,4639,96.0,33662.0,0.1378,0.0029,0.0,173.0,0.0,2.0,513.93,High,107.1,0.5786,Eastern,107.1,True,True
5945,5982,2021-08-29,Scotland,North Carolina,37165.0,4639,96.0,33662.0,0.1378,0.0029,0.0,173.0,0.0,2.0,513.93,High,107.1,0.5786,Eastern,107.1,True,True
6045,6082,2021-08-30,Scotland,North Carolina,37165.0,4690,96.0,33662.0,0.1393,0.0029,51.0,159.0,0.0,1.0,472.34,High,107.1,0.5786,Eastern,107.1,True,True
6145,6182,2021-08-31,Scotland,North Carolina,37165.0,4710,96.0,33662.0,0.1399,0.0029,20.0,162.0,0.0,1.0,481.25,High,107.1,0.5786,Eastern,107.1,True,True
6245,6282,2021-09-01,Scotland,North Carolina,37165.0,4720,97.0,33662.0,0.1402,0.0029,10.0,145.0,1.0,1.0,430.75,High,107.1,0.5786,Eastern,107.1,True,True
6345,6382,2021-09-02,Scotland,North Carolina,37165.0,4752,97.0,33662.0,0.1412,0.0029,32.0,146.0,0.0,1.0,433.72,High,107.1,0.5786,Eastern,107.1,True,True
6445,6482,2021-09-03,Scotland,North Carolina,37165.0,4810,97.0,33662.0,0.1429,0.0029,58.0,171.0,0.0,1.0,507.99,High,107.1,0.5786,Eastern,107.1,True,True
6545,6582,2021-09-04,Scotland,North Carolina,37165.0,4810,97.0,33662.0,0.1429,0.0029,0.0,171.0,0.0,1.0,507.99,High,107.1,0.5786,Eastern,107.1,True,True
6645,6682,2021-09-05,Scotland,North Carolina,37165.0,4810,97.0,33662.0,0.1429,0.0029,0.0,171.0,0.0,1.0,507.99,High,107.1,0.5786,Eastern,107.1,True,True
6745,6782,2021-09-06,Scotland,North Carolina,37165.0,4810,97.0,33662.0,0.1429,0.0029,0.0,120.0,0.0,1.0,356.49,High,107.1,0.5786,Eastern,107.1,True,True
6845,6882,2021-09-07,Scotland,North Carolina,37165.0,4902,97.0,33662.0,0.1456,0.0029,92.0,192.0,0.0,1.0,570.38,High,107.1,0.5786,Eastern,107.1,True,True
6945,6982,2021-09-08,Scotland,North Carolina,37165.0,4924,97.0,33662.0,0.1463,0.0029,22.0,204.0,0.0,0.0,606.02,High,107.1,0.5786,Eastern,107.1,True,True
7045,7082,2021-09-09,Scotland,North Carolina,37165.0,4966,97.0,33662.0,0.1475,0.0029,42.0,214.0,0.0,0.0,635.73,High,107.1,0.5786,Eastern,107.1,True,True
7145,7182,2021-09-10,Scotland,North Carolina,37165.0,5008,97.0,33662.0,0.1488,0.0029,42.0,198.0,0.0,0.0,588.2,High,107.1,0.5786,Eastern,107.1,True,True
7245,7282,2021-09-11,Scotland,North Carolina,37165.0,5008,97.0,33662.0,0.1488,0.0029,0.0,198.0,0.0,0.0,588.2,High,107.1,0.5786,Eastern,107.1,True,True
7345,7382,2021-09-12,Scotland,North Carolina,37165.0,5008,97.0,33662.0,0.1488,0.0029,0.0,198.0,0.0,0.0,588.2,High,107.1,0.5786,Eastern,107.1,True,True
7445,7482,2021-09-13,Scotland,North Carolina,37165.0,5093,97.0,33662.0,0.1513,0.0029,85.0,283.0,0.0,0.0,840.71,High,107.1,0.5786,Eastern,107.1,True,True
7545,7582,2021-09-14,Scotland,North Carolina,37165.0,5112,97.0,33662.0,0.1519,0.0029,19.0,210.0,0.0,0.0,623.85,High,107.1,0.5786,Eastern,107.1,True,True
7645,7682,2021-09-15,Scotland,North Carolina,37165.0,5137,97.0,33662.0,0.1526,0.0029,25.0,213.0,0.0,0.0,632.76,High,107.1,0.5786,Eastern,107.1,True,True
7745,7782,2021-09-16,Scotland,North Carolina,37165.0,5166,98.0,33662.0,0.1535,0.0029,29.0,200.0,1.0,1.0,594.14,High,107.1,0.5786,Eastern,107.1,True,True
7845,7882,2021-09-17,Scotland,North Carolina,37165.0,5208,99.0,33662.0,0.1547,0.0029,42.0,200.0,1.0,2.0,594.14,High,107.1,0.5786,Eastern,107.1,True,True
7945,7982,2021-09-18,Scotland,North Carolina,37165.0,5208,99.0,33662.0,0.1547,0.0029,0.0,200.0,0.0,2.0,594.14,High,107.1,0.5786,Eastern,107.1,True,True
8045,8082,2021-09-19,Scotland,North Carolina,37165.0,5208,99.0,33662.0,0.1547,0.0029,0.0,200.0,0.0,2.0,594.14,High,107.1,0.5786,Eastern,107.1,True,True
8145,8182,2021-09-20,Scotland,North Carolina,37165.0,5254,99.0,33662.0,0.1561,0.0029,46.0,161.0,0.0,2.0,478.28,High,107.1,0.5786,Eastern,107.1,True,True
8245,8282,2021-09-21,Scotland,North Carolina,37165.0,5271,99.0,33662.0,0.1566,0.0029,17.0,159.0,0.0,2.0,472.34,High,107.1,0.5786,Eastern,107.1,True,True
8345,8382,2021-09-22,Scotland,North Carolina,37165.0,5304,100.0,33662.0,0.1576,0.003,33.0,167.0,1.0,3.0,496.11,High,107.1,0.5786,Eastern,107.1,True,True
8445,8482,2021-09-23,Scotland,North Carolina,37165.0,5318,100.0,33662.0,0.158,0.003,14.0,152.0,0.0,2.0,451.55,High,107.1,0.5786,Eastern,107.1,True,True
8545,8582,2021-09-24,Scotland,North Carolina,37165.0,5349,100.0,33662.0,0.1589,0.003,31.0,141.0,0.0,1.0,418.87,High,107.1,0.5786,Eastern,107.1,True,True
8645,8682,2021-09-25,Scotland,North Carolina,37165.0,5349,100.0,33662.0,0.1589,0.003,0.0,141.0,0.0,1.0,418.87,High,107.1,0.5786,Eastern,107.1,True,True
8745,8782,2021-09-26,Scotland,North Carolina,37165.0,5349,100.0,33662.0,0.1589,0.003,0.0,141.0,0.0,1.0,418.87,High,107.1,0.5786,Eastern,107.1,True,True
8845,8882,2021-09-27,Scotland,North Carolina,37165.0,5397,100.0,33662.0,0.1603,0.003,48.0,143.0,0.0,1.0,424.81,High,107.1,0.5786,Eastern,107.1,True,True
8945,8982,2021-09-28,Scotland,North Carolina,37165.0,5418,101.0,33662.0,0.161,0.003,21.0,147.0,1.0,2.0,436.69,High,107.1,0.5786,Eastern,107.1,True,True
9045,9082,2021-09-29,Scotland,North Carolina,37165.0,5436,101.0,33662.0,0.1615,0.003,18.0,132.0,0.0,1.0,392.13,High,107.1,0.5786,Eastern,107.1,True,True
9145,9182,2021-09-30,Scotland,North Carolina,37165.0,5462,101.0,33662.0,0.1623,0.003,26.0,144.0,0.0,1.0,427.78,High,107.1,0.5786,Eastern,107.1,True,True
9245,9282,2021-10-01,Scotland,North Carolina,37165.0,5479,103.0,33662.0,0.1628,0.0031,17.0,130.0,2.0,3.0,386.19,High,107.1,0.5786,Eastern,107.1,True,True
9345,9382,2021-10-02,Scotland,North Carolina,37165.0,5479,103.0,33662.0,0.1628,0.0031,0.0,130.0,0.0,3.0,386.19,High,107.1,0.5786,Eastern,107.1,True,True
9445,9482,2021-10-03,Scotland,North Carolina,37165.0,5479,103.0,33662.0,0.1628,0.0031,0.0,130.0,0.0,3.0,386.19,High,107.1,0.5786,Eastern,107.1,True,True
9545,9582,2021-10-04,Scotland,North Carolina,37165.0,5517,103.0,33662.0,0.1639,0.0031,38.0,120.0,0.0,3.0,356.49,High,107.1,0.5786,Eastern,107.1,True,True
9645,9682,2021-10-05,Scotland,North Carolina,37165.0,5527,104.0,33662.0,0.1642,0.0031,10.0,109.0,1.0,3.0,323.81,High,107.1,0.5786,Eastern,107.1,True,True
9745,9782,2021-10-06,Scotland,North Carolina,37165.0,5534,104.0,33662.0,0.1644,0.0031,7.0,98.0,0.0,3.0,291.13,High,107.1,0.5786,Eastern,107.1,True,True
9845,9882,2021-10-07,Scotland,North Carolina,37165.0,5547,104.0,33662.0,0.1648,0.0031,13.0,85.0,0.0,3.0,252.51,High,107.1,0.5786,Eastern,107.1,True,True
9945,9982,2021-10-08,Scotland,North Carolina,37165.0,5569,104.0,33662.0,0.1654,0.0031,22.0,90.0,0.0,1.0,267.36,High,107.1,0.5786,Eastern,107.1,True,True
10045,10082,2021-10-09,Scotland,North Carolina,37165.0,5569,104.0,33662.0,0.1654,0.0031,0.0,90.0,0.0,1.0,267.36,High,107.1,0.5786,Eastern,107.1,True,True
10145,10182,2021-10-10,Scotland,North Carolina,37165.0,5569,104.0,33662.0,0.1654,0.0031,0.0,90.0,0.0,1.0,267.36,High,107.1,0.5786,Eastern,107.1,True,True
10245,10282,2021-10-11,Scotland,North Carolina,37165.0,5602,105.0,33662.0,0.1664,0.0031,33.0,85.0,1.0,2.0,252.51,High,107.1,0.5786,Eastern,107.1,True,True
10345,10382,2021-10-12,Scotland,North Carolina,37165.0,5610,105.0,33662.0,0.1667,0.0031,8.0,83.0,0.0,1.0,246.57,High,107.1,0.5786,Eastern,107.1,True,True
10445,10482,2021-10-13,Scotland,North Carolina,37165.0,5619,105.0,33662.0,0.1669,0.0031,9.0,85.0,0.0,1.0,252.51,High,107.1,0.5786,Eastern,107.1,True,True
10545,10582,2021-10-14,Scotland,North Carolina,37165.0,5628,106.0,33662.0,0.1672,0.0031,9.0,81.0,1.0,2.0,240.63,High,107.1,0.5786,Eastern,107.1,True,True
10645,10682,2021-10-15,Scotland,North Carolina,37165.0,5636,106.0,33662.0,0.1674,0.0031,8.0,67.0,0.0,2.0,199.04,High,107.1,0.5786,Eastern,107.1,True,True
10745,10782,2021-10-16,Scotland,North Carolina,37165.0,5636,106.0,33662.0,0.1674,0.0031,0.0,67.0,0.0,2.0,199.04,High,107.1,0.5786,Eastern,107.1,True,True
10845,10882,2021-10-17,Scotland,North Carolina,37165.0,5636,106.0,33662.0,0.1674,0.0031,0.0,67.0,0.0,2.0,199.04,High,107.1,0.5786,Eastern,107.1,True,True
10945,10982,2021-10-18,Scotland,North Carolina,37165.0,5651,106.0,33662.0,0.1679,0.0031,15.0,49.0,0.0,1.0,145.56,High,107.1,0.5786,Eastern,107.1,True,True
11045,11082,2021-10-19,Scotland,North Carolina,37165.0,5654,106.0,33662.0,0.168,0.0031,3.0,44.0,0.0,1.0,130.71,High,107.1,0.5786,Eastern,107.1,True,True
11145,11182,2021-10-20,Scotland,North Carolina,37165.0,5659,106.0,33662.0,0.1681,0.0031,5.0,40.0,0.0,1.0,118.83,High,107.1,0.5786,Eastern,107.1,True,True
11245,11282,2021-10-21,Scotland,North Carolina,37165.0,5674,106.0,33662.0,0.1686,0.0031,15.0,46.0,0.0,0.0,136.65,High,107.1,0.5786,Eastern,107.1,True,True
11345,11382,2021-10-22,Scotland,North Carolina,37165.0,5686,106.0,33662.0,0.1689,0.0031,12.0,50.0,0.0,0.0,148.54,High,107.1,0.5786,Eastern,107.1,True,True
11445,11482,2021-10-23,Scotland,North Carolina,37165.0,5686,106.0,33662.0,0.1689,0.0031,0.0,50.0,0.0,0.0,148.54,High,107.1,0.5786,Eastern,107.1,True,True
11545,11582,2021-10-24,Scotland,North Carolina,37165.0,5686,106.0,33662.0,0.1689,0.0031,0.0,50.0,0.0,0.0,148.54,High,107.1,0.5786,Eastern,107.1,True,True
11645,11682,2021-10-25,Scotland,North Carolina,37165.0,5705,107.0,33662.0,0.1695,0.0032,19.0,54.0,1.0,1.0,160.42,High,107.1,0.5786,Eastern,107.1,True,True
11745,11782,2021-10-26,Scotland,North Carolina,37165.0,5709,107.0,33662.0,0.1696,0.0032,4.0,55.0,0.0,1.0,163.39,High,107.1,0.5786,Eastern,107.1,True,True
11845,11882,2021-10-27,Scotland,North Carolina,37165.0,5712,107.0,33662.0,0.1697,0.0032,3.0,53.0,0.0,1.0,157.45,High,107.1,0.5786,Eastern,107.1,True,True
11945,11982,2021-10-28,Scotland,North Carolina,37165.0,5717,107.0,33662.0,0.1698,0.0032,5.0,43.0,0.0,1.0,127.74,High,107.1,0.5786,Eastern,107.1,True,True
12045,12082,2021-10-29,Scotland,North Carolina,37165.0,5735,107.0,33662.0,0.1704,0.0032,18.0,49.0,0.0,1.0,145.56,High,107.1,0.5786,Eastern,107.1,True,True
12145,12182,2021-10-30,Scotland,North Carolina,37165.0,5735,107.0,33662.0,0.1704,0.0032,0.0,49.0,0.0,1.0,145.56,High,107.1,0.5786,Eastern,107.1,True,True
12245,12282,2021-10-31,Scotland,North Carolina,37165.0,5735,107.0,33662.0,0.1704,0.0032,0.0,49.0,0.0,1.0,145.56,High,107.1,0.5786,Eastern,107.1,True,True
12345,12382,2021-11-01,Scotland,North Carolina,37165.0,5754,107.0,33662.0,0.1709,0.0032,19.0,49.0,0.0,0.0,145.56,High,107.1,0.5786,Eastern,107.1,True,True
12445,12482,2021-11-02,Scotland,North Carolina,37165.0,5757,107.0,33662.0,0.171,0.0032,3.0,48.0,0.0,0.0,142.59,High,107.1,0.5786,Eastern,107.1,True,True
12545,12582,2021-11-03,Scotland,North Carolina,37165.0,5762,107.0,33662.0,0.1712,0.0032,5.0,50.0,0.0,0.0,148.54,High,107.1,0.5786,Eastern,107.1,True,True
12645,12682,2021-11-04,Scotland,North Carolina,37165.0,5768,107.0,33662.0,0.1714,0.0032,6.0,51.0,0.0,0.0,151.51,High,107.1,0.5786,Eastern,107.1,True,True
12745,12782,2021-11-05,Scotland,North Carolina,37165.0,5773,107.0,33662.0,0.1715,0.0032,5.0,38.0,0.0,0.0,112.89,High,107.1,0.5786,Eastern,107.1,True,True
12845,12882,2021-11-06,Scotland,North Carolina,37165.0,5773,107.0,33662.0,0.1715,0.0032,0.0,38.0,0.0,0.0,112.89,High,107.1,0.5786,Eastern,107.1,True,True
12945,12982,2021-11-07,Scotland,North Carolina,37165.0,5773,107.0,33662.0,0.1715,0.0032,0.0,38.0,0.0,0.0,112.89,High,107.1,0.5786,Eastern,107.1,True,True
13045,13082,2021-11-08,Scotland,North Carolina,37165.0,5781,107.0,33662.0,0.1717,0.0032,8.0,27.0,0.0,0.0,80.21,Substantial,107.1,0.5786,Eastern,107.1,True,False
13145,13182,2021-11-09,Scotland,North Carolina,37165.0,5786,108.0,33662.0,0.1719,0.0032,5.0,29.0,1.0,1.0,86.15,Substantial,107.1,0.5786,Eastern,107.1,True,True
13245,13282,2021-11-10,Scotland,North Carolina,37165.0,5796,108.0,33662.0,0.1722,0.0032,10.0,34.0,0.0,1.0,101.0,High,107.1,0.5786,Eastern,107.1,True,True
13345,13382,2021-11-11,Scotland,North Carolina,37165.0,5796,108.0,33662.0,0.1722,0.0032,0.0,28.0,0.0,1.0,83.18,Substantial,107.1,0.5786,Eastern,107.1,True,True
13445,13482,2021-11-12,Scotland,North Carolina,37165.0,5806,108.0,33662.0,0.1725,0.0032,10.0,33.0,0.0,1.0,98.03,Substantial,107.1,0.5786,Eastern,107.1,True,False
13545,13582,2021-11-13,Scotland,North Carolina,37165.0,5806,108.0,33662.0,0.1725,0.0032,0.0,33.0,0.0,1.0,98.03,Substantial,107.1,0.5786,Eastern,107.1,True,False
13645,13682,2021-11-14,Scotland,North Carolina,37165.0,5806,108.0,33662.0,0.1725,0.0032,0.0,33.0,0.0,1.0,98.03,Substantial,107.1,0.5786,Eastern,107.1,True,False
13745,13782,2021-11-15,Scotland,North Carolina,37165.0,5817,108.0,33662.0,0.1728,0.0032,11.0,36.0,0.0,1.0,106.95,High,107.1,0.5786,Eastern,107.1,True,True
13845,13882,2021-11-16,Scotland,North Carolina,37165.0,5816,109.0,33662.0,0.1728,0.0032,-1.0,30.0,1.0,1.0,89.12,Substantial,107.1,0.5786,Eastern,107.1,True,True
13945,13982,2021-11-17,Scotland,North Carolina,37165.0,5818,109.0,33662.0,0.1728,0.0032,2.0,22.0,0.0,1.0,65.36,Substantial,107.1,0.5786,Eastern,107.1,True,True
14045,14082,2021-11-18,Scotland,North Carolina,37165.0,5823,109.0,33662.0,0.173,0.0032,5.0,27.0,0.0,1.0,80.21,Substantial,107.1,0.5786,Eastern,107.1,True,True
14145,14182,2021-11-19,Scotland,North Carolina,37165.0,5824,109.0,33662.0,0.173,0.0032,1.0,18.0,0.0,1.0,53.47,Substantial,107.1,0.5786,Eastern,107.1,True,
14245,14282,2021-11-20,Scotland,North Carolina,37165.0,5824,109.0,33662.0,0.173,0.0032,0.0,18.0,0.0,1.0,53.47,Substantial,107.1,0.5786,Eastern,107.1,True,
14345,14382,2021-11-21,Scotland,North Carolina,37165.0,5824,109.0,33662.0,0.173,0.0032,0.0,18.0,0.0,1.0,53.47,Substantial,107.1,0.5786,Eastern,107.1,True,
14445,14482,2021-11-22,Scotland,North Carolina,37165.0,5832,109.0,33662.0,0.1733,0.0032,8.0,15.0,0.0,1.0,44.56,Moderate,107.1,0.5786,Eastern,107.1,False,
14545,14582,2021-11-23,Scotland,North Carolina,37165.0,5836,109.0,33662.0,0.1734,0.0032,4.0,20.0,0.0,0.0,59.41,Substantial,107.1,0.5786,Eastern,107.1,True,
14645,14682,2021-11-24,Scotland,North Carolina,37165.0,5840,109.0,33662.0,0.1735,0.0032,4.0,22.0,0.0,0.0,65.36,Substantial,107.1,0.5786,Eastern,107.1,True,
14745,14782,2021-11-25,Scotland,North Carolina,37165.0,5840,109.0,33662.0,0.1735,0.0032,0.0,17.0,0.0,0.0,50.5,Substantial,107.1,0.5786,Eastern,107.1,True,
14845,14882,2021-11-26,Scotland,North Carolina,37165.0,5840,109.0,33662.0,0.1735,0.0032,0.0,16.0,0.0,0.0,47.53,Moderate,107.1,0.5786,Eastern,107.1,False,
14945,14982,2021-11-27,Scotland,North Carolina,37165.0,5840,109.0,33662.0,0.1735,0.0032,0.0,16.0,0.0,0.0,47.53,Moderate,107.1,0.5786,Eastern,107.1,False,
15045,15082,2021-11-28,Scotland,North Carolina,37165.0,5840,109.0,33662.0,0.1735,0.0032,0.0,16.0,0.0,0.0,47.53,Moderate,107.1,0.5786,Eastern,107.1,False,
15145,15182,2021-11-29,Scotland,North Carolina,37165.0,5856,109.0,33662.0,0.174,0.0032,16.0,24.0,0.0,0.0,71.3,Substantial,107.1,0.5786,Eastern,107.1,True,
15245,15282,2021-11-30,Scotland,North Carolina,37165.0,5862,109.0,33662.0,0.1741,0.0032,6.0,26.0,0.0,0.0,77.24,Substantial,107.1,0.5786,Eastern,107.1,True,
15345,15382,2021-12-01,Scotland,North Carolina,37165.0,5864,109.0,33662.0,0.1742,0.0032,2.0,24.0,0.0,0.0,71.3,Substantial,107.1,0.5786,Eastern,107.1,True,
15444,15482,2021-12-02,Scotland,North Carolina,37165.0,5866,109.0,33662.0,0.1743,0.0032,2.0,26.0,0.0,0.0,77.24,Substantial,107.1,0.5786,Eastern,107.1,True,
83,83,2021-07-01,Stanly,North Carolina,37167.0,7931,138.0,62143.0,0.1276,0.0022,0.0,0.0,0.0,0.0,0.0,Low,158.2,0.2137,Central,158.2,False,False
183,183,2021-07-02,Stanly,North Carolina,37167.0,7933,138.0,62143.0,0.1277,0.0022,2.0,0.0,0.0,0.0,0.0,Low,158.2,0.2137,Central,158.2,False,False
283,283,2021-07-03,Stanly,North Carolina,37167.0,7933,138.0,62143.0,0.1277,0.0022,0.0,0.0,0.0,0.0,0.0,Low,158.2,0.2137,Central,158.2,False,False
383,383,2021-07-04,Stanly,North Carolina,37167.0,7933,138.0,62143.0,0.1277,0.0022,0.0,0.0,0.0,0.0,0.0,Low,158.2,0.2137,Central,158.2,False,False
483,483,2021-07-05,Stanly,North Carolina,37167.0,7933,138.0,62143.0,0.1277,0.0022,0.0,0.0,0.0,0.0,0.0,Low,158.2,0.2137,Central,158.2,False,True
583,583,2021-07-06,Stanly,North Carolina,37167.0,7946,138.0,62143.0,0.1279,0.0022,13.0,0.0,0.0,0.0,0.0,Low,158.2,0.2137,Central,158.2,False,True
683,683,2021-07-07,Stanly,North Carolina,37167.0,7947,138.0,62143.0,0.1279,0.0022,1.0,0.0,0.0,0.0,0.0,Low,158.2,0.2137,Central,158.2,False,True
776,783,2021-07-08,Stanly,North Carolina,37167.0,7947,138.0,62143.0,0.1279,0.0022,0.0,16.0,0.0,0.0,25.75,Moderate,158.2,0.2137,Central,158.2,False,True
870,883,2021-07-09,Stanly,North Carolina,37167.0,7947,138.0,62143.0,0.1279,0.0022,0.0,14.0,0.0,0.0,22.53,Moderate,158.2,0.2137,Central,158.2,False,True
965,983,2021-07-10,Stanly,North Carolina,37167.0,7947,138.0,62143.0,0.1279,0.0022,0.0,14.0,0.0,0.0,22.53,Moderate,158.2,0.2137,Central,158.2,False,True
1060,1083,2021-07-11,Stanly,North Carolina,37167.0,7947,138.0,62143.0,0.1279,0.0022,0.0,14.0,0.0,0.0,22.53,Moderate,158.2,0.2137,Central,158.2,False,True
1155,1183,2021-07-12,Stanly,North Carolina,37167.0,7957,138.0,62143.0,0.128,0.0022,10.0,24.0,0.0,0.0,38.62,Moderate,158.2,0.2137,Central,158.2,False,True
1252,1283,2021-07-13,Stanly,North Carolina,37167.0,7961,138.0,62143.0,0.1281,0.0022,4.0,15.0,0.0,0.0,24.14,Moderate,158.2,0.2137,Central,158.2,False,True
1349,1383,2021-07-14,Stanly,North Carolina,37167.0,7965,138.0,62143.0,0.1282,0.0022,4.0,18.0,0.0,0.0,28.97,Moderate,158.2,0.2137,Central,158.2,False,True
1448,1483,2021-07-15,Stanly,North Carolina,37167.0,7972,138.0,62143.0,0.1283,0.0022,7.0,25.0,0.0,0.0,40.23,Moderate,158.2,0.2137,Central,158.2,False,True
1548,1583,2021-07-16,Stanly,North Carolina,37167.0,7976,138.0,62143.0,0.1283,0.0022,4.0,29.0,0.0,0.0,46.67,Moderate,158.2,0.2137,Central,158.2,False,True
1648,1683,2021-07-17,Stanly,North Carolina,37167.0,7976,138.0,62143.0,0.1283,0.0022,0.0,29.0,0.0,0.0,46.67,Moderate,158.2,0.2137,Central,158.2,False,True
1748,1783,2021-07-18,Stanly,North Carolina,37167.0,7976,138.0,62143.0,0.1283,0.0022,0.0,29.0,0.0,0.0,46.67,Moderate,158.2,0.2137,Central,158.2,False,True
1847,1883,2021-07-19,Stanly,North Carolina,37167.0,7994,138.0,62143.0,0.1286,0.0022,18.0,37.0,0.0,0.0,59.54,Substantial,158.2,0.2137,Central,158.2,True,True
1946,1983,2021-07-20,Stanly,North Carolina,37167.0,8000,138.0,62143.0,0.1287,0.0022,6.0,39.0,0.0,0.0,62.76,Substantial,158.2,0.2137,Central,158.2,True,True
2046,2083,2021-07-21,Stanly,North Carolina,37167.0,8002,138.0,62143.0,0.1288,0.0022,2.0,37.0,0.0,0.0,59.54,Substantial,158.2,0.2137,Central,158.2,True,True
2146,2183,2021-07-22,Stanly,North Carolina,37167.0,8010,138.0,62143.0,0.1289,0.0022,8.0,38.0,0.0,0.0,61.15,Substantial,158.2,0.2137,Central,158.2,True,True
2246,2283,2021-07-23,Stanly,North Carolina,37167.0,8032,138.0,62143.0,0.1293,0.0022,22.0,56.0,0.0,0.0,90.11,Substantial,158.2,0.2137,Central,158.2,True,True
2346,2383,2021-07-24,Stanly,North Carolina,37167.0,8032,138.0,62143.0,0.1293,0.0022,0.0,56.0,0.0,0.0,90.11,Substantial,158.2,0.2137,Central,158.2,True,True
2446,2483,2021-07-25,Stanly,North Carolina,37167.0,8032,138.0,62143.0,0.1293,0.0022,0.0,56.0,0.0,0.0,90.11,Substantial,158.2,0.2137,Central,158.2,True,True
2546,2583,2021-07-26,Stanly,North Carolina,37167.0,8072,138.0,62143.0,0.1299,0.0022,40.0,78.0,0.0,0.0,125.52,High,158.2,0.2137,Central,158.2,True,True
2646,2683,2021-07-27,Stanly,North Carolina,37167.0,8085,138.0,62143.0,0.1301,0.0022,13.0,85.0,0.0,0.0,136.78,High,158.2,0.2137,Central,158.2,True,True
2746,2783,2021-07-28,Stanly,North Carolina,37167.0,8102,138.0,62143.0,0.1304,0.0022,17.0,100.0,0.0,0.0,160.92,High,158.2,0.2137,Central,158.2,True,True
2846,2883,2021-07-29,Stanly,North Carolina,37167.0,8126,138.0,62143.0,0.1308,0.0022,24.0,116.0,0.0,0.0,186.67,High,158.2,0.2137,Central,158.2,True,True
2946,2983,2021-07-30,Stanly,North Carolina,37167.0,8147,138.0,62143.0,0.1311,0.0022,21.0,115.0,0.0,0.0,185.06,High,158.2,0.2137,Central,158.2,True,True
3046,3083,2021-07-31,Stanly,North Carolina,37167.0,8147,138.0,62143.0,0.1311,0.0022,0.0,115.0,0.0,0.0,185.06,High,158.2,0.2137,Central,158.2,True,True
3146,3183,2021-08-01,Stanly,North Carolina,37167.0,8147,138.0,62143.0,0.1311,0.0022,0.0,115.0,0.0,0.0,185.06,High,158.2,0.2137,Central,158.2,True,True
3246,3283,2021-08-02,Stanly,North Carolina,37167.0,8206,138.0,62143.0,0.1321,0.0022,59.0,134.0,0.0,0.0,215.63,High,158.2,0.2137,Central,158.2,True,True
3346,3383,2021-08-03,Stanly,North Carolina,37167.0,8233,138.0,62143.0,0.1325,0.0022,27.0,148.0,0.0,0.0,238.16,High,158.2,0.2137,Central,158.2,True,True
