,county,date_number,Population,region_Central,region_Eastern,region_Western,pop_dens,tranlevel
22539,Greene,226,19978.0,False,False,False,76.7,High
22552,Lee,226,64360.0,False,True,False,248.1,High
22522,Cleveland,226,99332.0,False,False,True,214.4,High
22505,Avery,226,17347.0,False,False,True,72.0,Substantial
22514,Camden,226,10537.0,False,False,False,43.1,High
22538,Granville,226,60720.0,False,True,False,114.6,High
22534,Franklin,226,70655.0,False,True,False,139.4,High
22533,Forsyth,226,387703.0,False,False,False,938.1,High
22597,Wilson,226,79078.0,False,False,False,214.3,High
22504,Ashe,226,26506.0,False,False,False,62.3,High
22596,Wilkes,226,65151.0,False,False,False,87.5,High
22576,Richmond,226,43006.0,False,True,False,90.7,High
22591,Wake,226,1154170.0,False,True,False,1353.3,High
22575,Randolph,226,143325.0,False,False,False,184.3,High
22573,Pitt,226,173536.0,False,False,False,261.0,High
22546,Hoke,226,53783.0,False,True,False,133.5,High
22558,McDowell,226,44151.0,False,False,True,101.3,High
22543,Haywood,226,62831.0,False,False,True,112.2,High
22561,Montgomery,226,25485.0,False,True,False,52.4,High
22582,Scotland,226,33662.0,False,True,False,107.1,High
22579,Rowan,226,148565.0,False,False,False,287.1,High
22529,Davie,226,43127.0,False,False,False,162.0,High
22521,Clay,226,11238.0,False,False,True,51.6,High
22510,Buncombe,226,271638.0,False,False,True,410.4,High
22512,Cabarrus,226,232873.0,True,False,False,625.1,High
22593,Washington,226,10708.0,False,False,False,31.8,High
22507,Bertie,226,17302.0,False,False,False,25.7,High
22590,Vance,226,41665.0,False,True,False,168.7,High
22515,Carteret,226,69039.0,False,False,False,133.3,High
22556,Madison,226,21146.0,False,False,True,47.1,High
22520,Chowan,226,13646.0,False,False,False,79.4,High
22550,Johnston,226,224833.0,False,False,False,272.7,High
22571,Perquimans,226,13049.0,False,False,False,52.6,High
22592,Warren,226,18621.0,False,True,False,43.4,High
22527,Dare,226,37817.0,False,False,False,96.3,High
22580,Rutherford,226,63870.0,False,False,True,114.0,High
22569,Pasquotank,226,40966.0,False,False,False,178.8,High
22594,Watauga,226,54804.0,False,False,False,173.1,High
22566,Onslow,226,207928.0,False,False,False,268.4,High
22501,Alexander,226,36172.0,False,False,False,140.2,High
22583,Stanly,226,62143.0,True,False,False,158.2,High
22500,Alamance,226,175029.0,False,False,False,404.8,High
22547,Hyde,226,4595.0,False,False,False,7.5,High
22563,Nash,226,96101.0,False,False,False,175.7,High
22526,Currituck,226,29385.0,False,False,False,107.3,High
22565,Northampton,226,16953.0,False,True,False,32.6,High
22567,Orange,226,148331.0,False,True,False,374.0,High
22598,Yadkin,226,36925.0,False,False,False,111.1,High
22554,Lincoln,226,88742.0,True,False,False,293.4,High
22568,Pamlico,226,12215.0,False,False,False,36.5,High
22532,Edgecombe,226,48604.0,False,False,False,96.7,High
22516,Caswell,226,22400.0,False,True,False,53.5,High
22551,Jones,226,9076.0,False,False,False,19.5,High
22517,Catawba,226,162841.0,False,False,False,400.2,High
22557,Martin,226,21503.0,False,False,False,48.3,High
22599,Yancey,226,18320.0,False,False,True,59.1,High
22518,Chatham,226,77095.0,False,True,False,111.9,High
22548,Iredell,226,192986.0,False,False,False,325.0,High
22623,Columbus,227,49795.0,False,False,False,54.0,High
22669,Pasquotank,227,40966.0,False,False,False,178.8,High
22659,Mecklenburg,227,1128426.0,True,False,False,2130.4,High
22653,Lenoir,227,54323.0,False,False,False,138.1,High
22625,Cumberland,227,341793.0,False,True,False,512.9,High
22639,Greene,227,19978.0,False,False,False,76.7,High
22686,Swain,227,14046.0,False,False,True,26.8,High
22677,Robeson,227,115899.0,False,False,False,123.0,High
22651,Jones,227,9076.0,False,False,False,19.5,High
22691,Wake,227,1154170.0,False,True,False,1353.3,High
22635,Gaston,227,233387.0,True,False,False,640.7,High
22665,Northampton,227,16953.0,False,True,False,32.6,High
22656,Madison,227,21146.0,False,False,True,47.1,High
22693,Washington,227,10708.0,False,False,False,31.8,High
22671,Perquimans,227,13049.0,False,False,False,52.6,High
22616,Caswell,227,22400.0,False,True,False,53.5,High
22624,Craven,227,102568.0,False,False,False,142.5,High
22644,Henderson,227,117429.0,False,False,True,311.8,High
22602,Alleghany,227,11057.0,False,False,False,46.4,High
22652,Lee,227,64360.0,False,True,False,248.1,High
22608,Bladen,227,29171.0,False,False,False,33.8,High
22636,Gates,227,10324.0,False,False,False,30.8,High
22658,McDowell,227,44151.0,False,False,True,101.3,High
22683,Stanly,227,62143.0,True,False,False,158.2,High
22678,Rockingham,227,90457.0,False,False,False,161.0,High
22630,Duplin,227,48249.0,False,False,False,59.8,High
22643,Haywood,227,62831.0,False,False,True,112.2,High
22694,Watauga,227,54804.0,False,False,False,173.1,High
22699,Yancey,227,18320.0,False,False,True,59.1,High
22629,Davie,227,43127.0,False,False,False,162.0,High
22668,Pamlico,227,12215.0,False,False,False,36.5,High
22684,Stokes,227,44422.0,False,False,False,99.1,High
22619,Cherokee,227,28738.0,False,False,True,63.2,High
22676,Richmond,227,43006.0,False,True,False,90.7,High
22698,Yadkin,227,36925.0,False,False,False,111.1,High
22604,Ashe,227,26506.0,False,False,False,62.3,High
22633,Forsyth,227,387703.0,False,False,False,938.1,High
22620,Chowan,227,13646.0,False,False,False,79.4,High
22687,Transylvania,227,32825.0,False,False,True,87.2,High
22640,Guilford,227,545484.0,False,False,False,838.0,High
22611,Burke,227,88398.0,False,False,True,173.0,High
22689,Union,227,244960.0,True,False,False,376.6,High
22670,Pender,227,62250.0,False,False,False,69.1,High
22682,Scotland,227,33662.0,False,True,False,107.1,High
22661,Montgomery,227,25485.0,False,True,False,52.4,High
22662,Moore,227,102966.0,False,True,False,142.9,High
22607,Bertie,227,17302.0,False,False,False,25.7,High
22646,Hoke,227,53783.0,False,True,False,133.5,High
22681,Sampson,227,58371.0,False,False,False,62.4,High
22638,Granville,227,60720.0,False,True,False,114.6,High
22617,Catawba,227,162841.0,False,False,False,400.2,High
22679,Rowan,227,148565.0,False,False,False,287.1,High
22600,Alamance,227,175029.0,False,False,False,404.8,High
22663,Nash,227,96101.0,False,False,False,175.7,High
22626,Currituck,227,29385.0,False,False,False,107.3,High
22667,Orange,227,148331.0,False,True,False,374.0,High
22666,Onslow,227,207928.0,False,False,False,268.4,High
22632,Edgecombe,227,48604.0,False,False,False,96.7,High
22696,Wilkes,227,65151.0,False,False,False,87.5,High
22675,Randolph,227,143325.0,False,False,False,184.3,High
22648,Iredell,227,192986.0,False,False,False,325.0,High
22697,Wilson,227,79078.0,False,False,False,214.3,High
22654,Lincoln,227,88742.0,True,False,False,293.4,High
22657,Martin,227,21503.0,False,False,False,48.3,High
22618,Chatham,227,77095.0,False,True,False,111.9,High
22673,Pitt,227,173536.0,False,False,False,261.0,High
22680,Rutherford,227,63870.0,False,False,True,114.0,High
22647,Hyde,227,4595.0,False,False,False,7.5,High
22621,Clay,227,11238.0,False,False,True,51.6,High
22631,Durham,227,331347.0,False,True,False,1133.7,High
22605,Avery,227,17347.0,False,False,True,72.0,Substantial
22642,Harnett,227,134986.0,False,True,False,224.5,High
22672,Person,227,39048.0,False,True,False,99.7,High
22664,New Hanover,227,230423.0,False,False,False,1174.0,High
22650,Johnston,227,224833.0,False,False,False,272.7,High
22692,Warren,227,18621.0,False,True,False,43.4,High
22641,Halifax,227,47859.0,False,False,False,67.2,High
22660,Mitchell,227,14783.0,False,False,True,67.4,High
22690,Vance,227,41665.0,False,True,False,168.7,High
22627,Dare,227,37817.0,False,False,False,96.3,High
22606,Beaufort,227,44150.0,False,False,False,53.6,High
22601,Alexander,227,36172.0,False,False,False,140.2,High
22685,Surry,227,70573.0,False,False,False,134.0,High
22637,Graham,227,7935.0,False,False,True,27.5,High
22634,Franklin,227,70655.0,False,True,False,139.4,High
22614,Camden,227,10537.0,False,False,False,43.1,High
22615,Carteret,227,69039.0,False,False,False,133.3,High
22609,Brunswick,227,144821.0,False,False,False,160.8,High
22628,Davidson,227,171752.0,False,False,False,305.4,High
22674,Polk,227,19461.0,False,False,True,81.3,High
22622,Cleveland,227,99332.0,False,False,True,214.4,High
22613,Caldwell,227,81319.0,False,False,False,170.9,High
22655,Macon,227,37041.0,False,False,True,71.8,High
22603,Anson,227,22028.0,True,False,False,41.5,High
22649,Jackson,227,41919.0,False,False,True,87.8,High
22688,Tyrrell,227,3315.0,False,False,False,8.3,High
22645,Hertford,227,20374.0,False,False,False,61.0,High
22612,Cabarrus,227,232873.0,True,False,False,625.1,High
22610,Buncombe,227,271638.0,False,False,True,410.4,High
22695,Wayne,227,115895.0,False,False,False,211.8,High
22702,Alleghany,228,11057.0,False,False,False,46.4,High
22779,Rowan,228,148565.0,False,False,False,287.1,High
22710,Buncombe,228,271638.0,False,False,True,410.4,High
22758,McDowell,228,44151.0,False,False,True,101.3,High
22704,Ashe,228,26506.0,False,False,False,62.3,High
22746,Hoke,228,53783.0,False,True,False,133.5,High
22707,Bertie,228,17302.0,False,False,False,25.7,High
22771,Perquimans,228,13049.0,False,False,False,52.6,High
22775,Randolph,228,143325.0,False,False,False,184.3,High
22706,Beaufort,228,44150.0,False,False,False,53.6,High
22769,Pasquotank,228,40966.0,False,False,False,178.8,High
22737,Graham,228,7935.0,False,False,True,27.5,High
22759,Mecklenburg,228,1128426.0,True,False,False,2130.4,High
22727,Dare,228,37817.0,False,False,False,96.3,High
22714,Camden,228,10537.0,False,False,False,43.1,High
22777,Robeson,228,115899.0,False,False,False,123.0,High
22764,New Hanover,228,230423.0,False,False,False,1174.0,High
22728,Davidson,228,171752.0,False,False,False,305.4,High
22745,Hertford,228,20374.0,False,False,False,61.0,High
22795,Wayne,228,115895.0,False,False,False,211.8,High
22755,Macon,228,37041.0,False,False,True,71.8,High
22736,Gates,228,10324.0,False,False,False,30.8,High
22752,Lee,228,64360.0,False,True,False,248.1,High
22718,Chatham,228,77095.0,False,True,False,111.9,High
22730,Duplin,228,48249.0,False,False,False,59.8,High
22724,Craven,228,102568.0,False,False,False,142.5,High
22762,Moore,228,102966.0,False,True,False,142.9,High
22742,Harnett,228,134986.0,False,True,False,224.5,High
22781,Sampson,228,58371.0,False,False,False,62.4,High
22783,Stanly,228,62143.0,True,False,False,158.2,High
22751,Jones,228,9076.0,False,False,False,19.5,High
22763,Nash,228,96101.0,False,False,False,175.7,High
22732,Edgecombe,228,48604.0,False,False,False,96.7,High
22748,Iredell,228,192986.0,False,False,False,325.0,High
22799,Yancey,228,18320.0,False,False,True,59.1,High
22734,Franklin,228,70655.0,False,True,False,139.4,High
22798,Yadkin,228,36925.0,False,False,False,111.1,High
22789,Union,228,244960.0,True,False,False,376.6,High
22703,Anson,228,22028.0,True,False,False,41.5,High
22723,Columbus,228,49795.0,False,False,False,54.0,High
22787,Transylvania,228,32825.0,False,False,True,87.2,High
22761,Montgomery,228,25485.0,False,True,False,52.4,High
22796,Wilkes,228,65151.0,False,False,False,87.5,High
22791,Wake,228,1154170.0,False,True,False,1353.3,High
22780,Rutherford,228,63870.0,False,False,True,114.0,High
22720,Chowan,228,13646.0,False,False,False,79.4,High
22757,Martin,228,21503.0,False,False,False,48.3,High
22766,Onslow,228,207928.0,False,False,False,268.4,High
22712,Cabarrus,228,232873.0,True,False,False,625.1,High
22747,Hyde,228,4595.0,False,False,False,7.5,High
22738,Granville,228,60720.0,False,True,False,114.6,High
22721,Clay,228,11238.0,False,False,True,51.6,High
22770,Pender,228,62250.0,False,False,False,69.1,High
22705,Avery,228,17347.0,False,False,True,72.0,High
22749,Jackson,228,41919.0,False,False,True,87.8,High
22788,Tyrrell,228,3315.0,False,False,False,8.3,High
22726,Currituck,228,29385.0,False,False,False,107.3,High
22774,Polk,228,19461.0,False,False,True,81.3,High
22760,Mitchell,228,14783.0,False,False,True,67.4,High
22772,Person,228,39048.0,False,True,False,99.7,High
22785,Surry,228,70573.0,False,False,False,134.0,High
22717,Catawba,228,162841.0,False,False,False,400.2,High
22735,Gaston,228,233387.0,True,False,False,640.7,High
22711,Burke,228,88398.0,False,False,True,173.0,High
22750,Johnston,228,224833.0,False,False,False,272.7,High
22790,Vance,228,41665.0,False,True,False,168.7,High
22792,Warren,228,18621.0,False,True,False,43.4,High
22743,Haywood,228,62831.0,False,False,True,112.2,High
22776,Richmond,228,43006.0,False,True,False,90.7,High
22756,Madison,228,21146.0,False,False,True,47.1,High
22768,Pamlico,228,12215.0,False,False,False,36.5,High
22784,Stokes,228,44422.0,False,False,False,99.1,High
22708,Bladen,228,29171.0,False,False,False,33.8,High
22719,Cherokee,228,28738.0,False,False,True,63.2,High
22744,Henderson,228,117429.0,False,False,True,311.8,High
22709,Brunswick,228,144821.0,False,False,False,160.8,High
22701,Alexander,228,36172.0,False,False,False,140.2,High
22741,Halifax,228,47859.0,False,False,False,67.2,High
22713,Caldwell,228,81319.0,False,False,False,170.9,High
22722,Cleveland,228,99332.0,False,False,True,214.4,High
22700,Alamance,228,175029.0,False,False,False,404.8,High
22731,Durham,228,331347.0,False,True,False,1133.7,High
22740,Guilford,228,545484.0,False,False,False,838.0,High
22733,Forsyth,228,387703.0,False,False,False,938.1,High
22767,Orange,228,148331.0,False,True,False,374.0,High
22754,Lincoln,228,88742.0,True,False,False,293.4,High
22773,Pitt,228,173536.0,False,False,False,261.0,High
22797,Wilson,228,79078.0,False,False,False,214.3,High
22782,Scotland,228,33662.0,False,True,False,107.1,High
22715,Carteret,228,69039.0,False,False,False,133.3,High
22786,Swain,228,14046.0,False,False,True,26.8,High
22778,Rockingham,228,90457.0,False,False,False,161.0,High
22793,Washington,228,10708.0,False,False,False,31.8,High
22716,Caswell,228,22400.0,False,True,False,53.5,High
22765,Northampton,228,16953.0,False,True,False,32.6,High
22794,Watauga,228,54804.0,False,False,False,173.1,High
22729,Davie,228,43127.0,False,False,False,162.0,High
22725,Cumberland,228,341793.0,False,True,False,512.9,High
22739,Greene,228,19978.0,False,False,False,76.7,High
22753,Lenoir,228,54323.0,False,False,False,138.1,High
22893,Washington,229,10708.0,False,False,False,31.8,High
22832,Edgecombe,229,48604.0,False,False,False,96.7,High
22803,Anson,229,22028.0,True,False,False,41.5,High
22822,Cleveland,229,99332.0,False,False,True,214.4,High
22813,Caldwell,229,81319.0,False,False,False,170.9,High
22845,Hertford,229,20374.0,False,False,False,61.0,High
22807,Bertie,229,17302.0,False,False,False,25.7,High
22831,Durham,229,331347.0,False,True,False,1133.7,High
22848,Iredell,229,192986.0,False,False,False,325.0,High
22866,Onslow,229,207928.0,False,False,False,268.4,High
22812,Cabarrus,229,232873.0,True,False,False,625.1,High
22857,Martin,229,21503.0,False,False,False,48.3,High
22884,Stokes,229,44422.0,False,False,False,99.1,High
22847,Hyde,229,4595.0,False,False,False,7.5,High
22814,Camden,229,10537.0,False,False,False,43.1,High
22841,Halifax,229,47859.0,False,False,False,67.2,High
22816,Caswell,229,22400.0,False,True,False,53.5,High
22838,Granville,229,60720.0,False,True,False,114.6,High
22810,Buncombe,229,271638.0,False,False,True,410.4,High
22801,Alexander,229,36172.0,False,False,False,140.2,High
22800,Alamance,229,175029.0,False,False,False,404.8,High
22806,Beaufort,229,44150.0,False,False,False,53.6,High
22842,Harnett,229,134986.0,False,True,False,224.5,High
22886,Swain,229,14046.0,False,False,True,26.8,High
22802,Alleghany,229,11057.0,False,False,False,46.4,High
22834,Franklin,229,70655.0,False,True,False,139.4,High
22898,Yadkin,229,36925.0,False,False,False,111.1,High
22882,Scotland,229,33662.0,False,True,False,107.1,High
22892,Warren,229,18621.0,False,True,False,43.4,High
22825,Cumberland,229,341793.0,False,True,False,512.9,High
22897,Wilson,229,79078.0,False,False,False,214.3,High
22890,Vance,229,41665.0,False,True,False,168.7,High
22878,Rockingham,229,90457.0,False,False,False,161.0,High
22894,Watauga,229,54804.0,False,False,False,173.1,High
22850,Johnston,229,224833.0,False,False,False,272.7,High
22875,Randolph,229,143325.0,False,False,False,184.3,High
22873,Pitt,229,173536.0,False,False,False,261.0,High
22879,Rowan,229,148565.0,False,False,False,287.1,High
22869,Pasquotank,229,40966.0,False,False,False,178.8,High
22821,Clay,229,11238.0,False,False,True,51.6,High
22862,Moore,229,102966.0,False,True,False,142.9,High
22818,Chatham,229,77095.0,False,True,False,111.9,High
22858,McDowell,229,44151.0,False,False,True,101.3,High
22840,Guilford,229,545484.0,False,False,False,838.0,High
22846,Hoke,229,53783.0,False,True,False,133.5,High
22861,Montgomery,229,25485.0,False,True,False,52.4,High
22820,Chowan,229,13646.0,False,False,False,79.4,High
22896,Wilkes,229,65151.0,False,False,False,87.5,High
22863,Nash,229,96101.0,False,False,False,175.7,High
22867,Orange,229,148331.0,False,True,False,374.0,High
22804,Ashe,229,26506.0,False,False,False,62.3,High
22887,Transylvania,229,32825.0,False,False,True,87.2,High
22833,Forsyth,229,387703.0,False,False,False,938.1,High
22880,Rutherford,229,63870.0,False,False,True,114.0,High
22889,Union,229,244960.0,True,False,False,376.6,High
22854,Lincoln,229,88742.0,True,False,False,293.4,High
22811,Burke,229,88398.0,False,False,True,173.0,High
22881,Sampson,229,58371.0,False,False,False,62.4,High
22870,Pender,229,62250.0,False,False,False,69.1,High
22874,Polk,229,19461.0,False,False,True,81.3,High
22852,Lee,229,64360.0,False,True,False,248.1,High
22828,Davidson,229,171752.0,False,False,False,305.4,High
22830,Duplin,229,48249.0,False,False,False,59.8,High
22860,Mitchell,229,14783.0,False,False,True,67.4,High
22839,Greene,229,19978.0,False,False,False,76.7,High
22872,Person,229,39048.0,False,True,False,99.7,High
22864,New Hanover,229,230423.0,False,False,False,1174.0,High
22868,Pamlico,229,12215.0,False,False,False,36.5,High
22885,Surry,229,70573.0,False,False,False,134.0,High
22824,Craven,229,102568.0,False,False,False,142.5,High
22853,Lenoir,229,54323.0,False,False,False,138.1,High
22827,Dare,229,37817.0,False,False,False,96.3,High
22837,Graham,229,7935.0,False,False,True,27.5,High
22899,Yancey,229,18320.0,False,False,True,59.1,High
22856,Madison,229,21146.0,False,False,True,47.1,High
22835,Gaston,229,233387.0,True,False,False,640.7,High
22877,Robeson,229,115899.0,False,False,False,123.0,High
22876,Richmond,229,43006.0,False,True,False,90.7,High
22891,Wake,229,1154170.0,False,True,False,1353.3,High
22871,Perquimans,229,13049.0,False,False,False,52.6,High
22843,Haywood,229,62831.0,False,False,True,112.2,High
22823,Columbus,229,49795.0,False,False,False,54.0,High
22836,Gates,229,10324.0,False,False,False,30.8,High
22817,Catawba,229,162841.0,False,False,False,400.2,High
22826,Currituck,229,29385.0,False,False,False,107.3,High
22808,Bladen,229,29171.0,False,False,False,33.8,High
22815,Carteret,229,69039.0,False,False,False,133.3,High
22855,Macon,229,37041.0,False,False,True,71.8,High
22849,Jackson,229,41919.0,False,False,True,87.8,High
22865,Northampton,229,16953.0,False,True,False,32.6,High
22851,Jones,229,9076.0,False,False,False,19.5,High
22805,Avery,229,17347.0,False,False,True,72.0,High
22809,Brunswick,229,144821.0,False,False,False,160.8,High
22829,Davie,229,43127.0,False,False,False,162.0,High
22895,Wayne,229,115895.0,False,False,False,211.8,High
22883,Stanly,229,62143.0,True,False,False,158.2,High
22859,Mecklenburg,229,1128426.0,True,False,False,2130.4,High
22888,Tyrrell,229,3315.0,False,False,False,8.3,High
22844,Henderson,229,117429.0,False,False,True,311.8,High
22819,Cherokee,229,28738.0,False,False,True,63.2,High
22993,Washington,230,10708.0,False,False,False,31.8,High
22999,Yancey,230,18320.0,False,False,True,59.1,High
22941,Halifax,230,47859.0,False,False,False,67.2,High
22909,Brunswick,230,144821.0,False,False,False,160.8,High
22973,Pitt,230,173536.0,False,False,False,261.0,High
22991,Wake,230,1154170.0,False,True,False,1353.3,High
22901,Alexander,230,36172.0,False,False,False,140.2,High
22900,Alamance,230,175029.0,False,False,False,404.8,High
22906,Beaufort,230,44150.0,False,False,False,53.6,High
22976,Richmond,230,43006.0,False,True,False,90.7,High
22929,Davie,230,43127.0,False,False,False,162.0,High
22918,Chatham,230,77095.0,False,True,False,111.9,High
22997,Wilson,230,79078.0,False,False,False,214.3,High
22956,Madison,230,21146.0,False,False,True,47.1,High
22958,McDowell,230,44151.0,False,False,True,101.3,High
22943,Haywood,230,62831.0,False,False,True,112.2,High
22975,Randolph,230,143325.0,False,False,False,184.3,High
22982,Scotland,230,33662.0,False,True,False,107.1,High
22913,Caldwell,230,81319.0,False,False,False,170.9,High
22927,Dare,230,37817.0,False,False,False,96.3,High
22903,Anson,230,22028.0,True,False,False,41.5,High
22945,Hertford,230,20374.0,False,False,False,61.0,High
22978,Rockingham,230,90457.0,False,False,False,161.0,High
22919,Cherokee,230,28738.0,False,False,True,63.2,High
22952,Lee,230,64360.0,False,True,False,248.1,High
22931,Durham,230,331347.0,False,True,False,1133.7,High
22933,Forsyth,230,387703.0,False,False,False,938.1,High
22984,Stokes,230,44422.0,False,False,False,99.1,High
22944,Henderson,230,117429.0,False,False,True,311.8,High
22930,Duplin,230,48249.0,False,False,False,59.8,High
22989,Union,230,244960.0,True,False,False,376.6,High
22902,Alleghany,230,11057.0,False,False,False,46.4,High
22908,Bladen,230,29171.0,False,False,False,33.8,High
22939,Greene,230,19978.0,False,False,False,76.7,High
22967,Orange,230,148331.0,False,True,False,374.0,High
22968,Pamlico,230,12215.0,False,False,False,36.5,High
22914,Camden,230,10537.0,False,False,False,43.1,High
22920,Chowan,230,13646.0,False,False,False,79.4,High
22983,Stanly,230,62143.0,True,False,False,158.2,High
22963,Nash,230,96101.0,False,False,False,175.7,High
22922,Cleveland,230,99332.0,False,False,True,214.4,High
22940,Guilford,230,545484.0,False,False,False,838.0,High
22959,Mecklenburg,230,1128426.0,True,False,False,2130.4,High
22954,Lincoln,230,88742.0,True,False,False,293.4,High
22971,Perquimans,230,13049.0,False,False,False,52.6,High
22998,Yadkin,230,36925.0,False,False,False,111.1,High
22934,Franklin,230,70655.0,False,True,False,139.4,High
22964,New Hanover,230,230423.0,False,False,False,1174.0,High
22953,Lenoir,230,54323.0,False,False,False,138.1,High
22957,Martin,230,21503.0,False,False,False,48.3,High
22907,Bertie,230,17302.0,False,False,False,25.7,High
22960,Mitchell,230,14783.0,False,False,True,67.4,High
22928,Davidson,230,171752.0,False,False,False,305.4,High
22974,Polk,230,19461.0,False,False,True,81.3,High
22948,Iredell,230,192986.0,False,False,False,325.0,High
22926,Currituck,230,29385.0,False,False,False,107.3,High
22965,Northampton,230,16953.0,False,True,False,32.6,High
22932,Edgecombe,230,48604.0,False,False,False,96.7,High
22966,Onslow,230,207928.0,False,False,False,268.4,High
22995,Wayne,230,115895.0,False,False,False,211.8,High
22988,Tyrrell,230,3315.0,False,False,False,8.3,High
22986,Swain,230,14046.0,False,False,True,26.8,High
22912,Cabarrus,230,232873.0,True,False,False,625.1,High
22916,Caswell,230,22400.0,False,True,False,53.5,High
22947,Hyde,230,4595.0,False,False,False,7.5,High
22915,Carteret,230,69039.0,False,False,False,133.3,High
22938,Granville,230,60720.0,False,True,False,114.6,High
22981,Sampson,230,58371.0,False,False,False,62.4,High
22955,Macon,230,37041.0,False,False,True,71.8,High
22949,Jackson,230,41919.0,False,False,True,87.8,High
22942,Harnett,230,134986.0,False,True,False,224.5,High
22911,Burke,230,88398.0,False,False,True,173.0,High
22962,Moore,230,102966.0,False,True,False,142.9,High
22970,Pender,230,62250.0,False,False,False,69.1,High
22980,Rutherford,230,63870.0,False,False,True,114.0,High
22972,Person,230,39048.0,False,True,False,99.7,High
22905,Avery,230,17347.0,False,False,True,72.0,High
22921,Clay,230,11238.0,False,False,True,51.6,High
22950,Johnston,230,224833.0,False,False,False,272.7,High
22977,Robeson,230,115899.0,False,False,False,123.0,High
22979,Rowan,230,148565.0,False,False,False,287.1,High
22935,Gaston,230,233387.0,True,False,False,640.7,High
22994,Watauga,230,54804.0,False,False,False,173.1,High
22985,Surry,230,70573.0,False,False,False,134.0,High
22951,Jones,230,9076.0,False,False,False,19.5,High
22937,Graham,230,7935.0,False,False,True,27.5,High
22969,Pasquotank,230,40966.0,False,False,False,178.8,High
22992,Warren,230,18621.0,False,True,False,43.4,High
22990,Vance,230,41665.0,False,True,False,168.7,High
22946,Hoke,230,53783.0,False,True,False,133.5,High
22961,Montgomery,230,25485.0,False,True,False,52.4,High
22904,Ashe,230,26506.0,False,False,False,62.3,High
22925,Cumberland,230,341793.0,False,True,False,512.9,High
22996,Wilkes,230,65151.0,False,False,False,87.5,High
22917,Catawba,230,162841.0,False,False,False,400.2,High
22987,Transylvania,230,32825.0,False,False,True,87.2,High
22936,Gates,230,10324.0,False,False,False,30.8,High
22924,Craven,230,102568.0,False,False,False,142.5,High
22923,Columbus,230,49795.0,False,False,False,54.0,High
22910,Buncombe,230,271638.0,False,False,True,410.4,High
23051,Jones,231,9076.0,False,False,False,19.5,High
23023,Columbus,231,49795.0,False,False,False,54.0,High
23055,Macon,231,37041.0,False,False,True,71.8,High
23083,Stanly,231,62143.0,True,False,False,158.2,High
23059,Mecklenburg,231,1128426.0,True,False,False,2130.4,High
23044,Henderson,231,117429.0,False,False,True,311.8,High
23088,Tyrrell,231,3315.0,False,False,False,8.3,High
23068,Pamlico,231,12215.0,False,False,False,36.5,High
23094,Watauga,231,54804.0,False,False,False,173.1,High
23095,Wayne,231,115895.0,False,False,False,211.8,High
23072,Person,231,39048.0,False,True,False,99.7,High
23027,Dare,231,37817.0,False,False,False,96.3,High
23074,Polk,231,19461.0,False,False,True,81.3,High
23052,Lee,231,64360.0,False,True,False,248.1,High
23019,Cherokee,231,28738.0,False,False,True,63.2,High
23065,Northampton,231,16953.0,False,True,False,32.6,High
23056,Madison,231,21146.0,False,False,True,47.1,High
23009,Brunswick,231,144821.0,False,False,False,160.8,High
23064,New Hanover,231,230423.0,False,False,False,1174.0,High
23091,Wake,231,1154170.0,False,True,False,1353.3,High
23077,Robeson,231,115899.0,False,False,False,123.0,High
23008,Bladen,231,29171.0,False,False,False,33.8,High
23015,Carteret,231,69039.0,False,False,False,133.3,High
23005,Avery,231,17347.0,False,False,True,72.0,High
23080,Rutherford,231,63870.0,False,False,True,114.0,High
23098,Yadkin,231,36925.0,False,False,False,111.1,High
23002,Alleghany,231,11057.0,False,False,False,46.4,High
23087,Transylvania,231,32825.0,False,False,True,87.2,High
23069,Pasquotank,231,40966.0,False,False,False,178.8,High
23063,Nash,231,96101.0,False,False,False,175.7,High
23046,Hoke,231,53783.0,False,True,False,133.5,High
23021,Clay,231,11238.0,False,False,True,51.6,High
23040,Guilford,231,545484.0,False,False,False,838.0,High
23073,Pitt,231,173536.0,False,False,False,261.0,High
23075,Randolph,231,143325.0,False,False,False,184.3,High
23096,Wilkes,231,65151.0,False,False,False,87.5,High
23050,Johnston,231,224833.0,False,False,False,272.7,High
23058,McDowell,231,44151.0,False,False,True,101.3,High
23090,Vance,231,41665.0,False,True,False,168.7,High
23097,Wilson,231,79078.0,False,False,False,214.3,High
23018,Chatham,231,77095.0,False,True,False,111.9,High
23010,Buncombe,231,271638.0,False,False,True,410.4,High
23025,Cumberland,231,341793.0,False,True,False,512.9,High
23089,Union,231,244960.0,True,False,False,376.6,High
23067,Orange,231,148331.0,False,True,False,374.0,High
23034,Franklin,231,70655.0,False,True,False,139.4,High
23092,Warren,231,18621.0,False,True,False,43.4,High
23006,Beaufort,231,44150.0,False,False,False,53.6,High
23011,Burke,231,88398.0,False,False,True,173.0,High
23038,Granville,231,60720.0,False,True,False,114.6,High
23081,Sampson,231,58371.0,False,False,False,62.4,High
23001,Alexander,231,36172.0,False,False,False,140.2,High
23041,Halifax,231,47859.0,False,False,False,67.2,High
23047,Hyde,231,4595.0,False,False,False,7.5,High
23084,Stokes,231,44422.0,False,False,False,99.1,High
23078,Rockingham,231,90457.0,False,False,False,161.0,High
23049,Jackson,231,41919.0,False,False,True,87.8,High
