,date,county,Population,cases,Hotspot
13942,2021-11-17,Rowan,148565.0,26704,True
14042,2021-11-18,Rowan,148565.0,26733,True
14142,2021-11-19,Rowan,148565.0,26769,True
14242,2021-11-20,Rowan,148565.0,26769,True
14342,2021-11-21,Rowan,148565.0,26769,True
14442,2021-11-22,Rowan,148565.0,26866,True
14542,2021-11-23,Rowan,148565.0,26887,True
14642,2021-11-24,Rowan,148565.0,26912,True
14742,2021-11-25,Rowan,148565.0,26912,True
14842,2021-11-26,Rowan,148565.0,26912,True
14942,2021-11-27,Rowan,148565.0,26912,True
15042,2021-11-28,Rowan,148565.0,26912,True
15142,2021-11-29,Rowan,148565.0,27055,True
15242,2021-11-30,Rowan,148565.0,27069,True
15342,2021-12-01,Rowan,148565.0,27097,True
15441,2021-12-02,Rowan,148565.0,27158,True
80,2021-07-01,Rutherford,63870.0,7448,False
180,2021-07-02,Rutherford,63870.0,7444,False
280,2021-07-03,Rutherford,63870.0,7444,False
380,2021-07-04,Rutherford,63870.0,7444,False
480,2021-07-05,Rutherford,63870.0,7444,False
580,2021-07-06,Rutherford,63870.0,7457,False
680,2021-07-07,Rutherford,63870.0,7459,False
773,2021-07-08,Rutherford,63870.0,7462,False
867,2021-07-09,Rutherford,63870.0,7462,False
962,2021-07-10,Rutherford,63870.0,7462,False
1057,2021-07-11,Rutherford,63870.0,7462,False
1152,2021-07-12,Rutherford,63870.0,7474,False
1249,2021-07-13,Rutherford,63870.0,7481,False
1346,2021-07-14,Rutherford,63870.0,7489,False
1445,2021-07-15,Rutherford,63870.0,7492,False
1545,2021-07-16,Rutherford,63870.0,7500,True
1645,2021-07-17,Rutherford,63870.0,7500,True
1745,2021-07-18,Rutherford,63870.0,7500,True
1844,2021-07-19,Rutherford,63870.0,7534,True
1943,2021-07-20,Rutherford,63870.0,7542,True
2043,2021-07-21,Rutherford,63870.0,7555,True
2143,2021-07-22,Rutherford,63870.0,7572,True
2243,2021-07-23,Rutherford,63870.0,7583,True
2343,2021-07-24,Rutherford,63870.0,7583,True
2443,2021-07-25,Rutherford,63870.0,7583,True
2543,2021-07-26,Rutherford,63870.0,7633,True
2643,2021-07-27,Rutherford,63870.0,7642,True
2743,2021-07-28,Rutherford,63870.0,7659,True
2843,2021-07-29,Rutherford,63870.0,7691,True
2943,2021-07-30,Rutherford,63870.0,7707,True
3043,2021-07-31,Rutherford,63870.0,7707,True
3143,2021-08-01,Rutherford,63870.0,7707,True
3243,2021-08-02,Rutherford,63870.0,7775,True
3343,2021-08-03,Rutherford,63870.0,7785,True
3443,2021-08-04,Rutherford,63870.0,7803,True
3543,2021-08-05,Rutherford,63870.0,7835,True
3643,2021-08-06,Rutherford,63870.0,7868,True
3743,2021-08-07,Rutherford,63870.0,7868,True
3843,2021-08-08,Rutherford,63870.0,7868,True
3943,2021-08-09,Rutherford,63870.0,7977,True
4043,2021-08-10,Rutherford,63870.0,8007,True
4143,2021-08-11,Rutherford,63870.0,8051,True
4243,2021-08-12,Rutherford,63870.0,8099,True
4343,2021-08-13,Rutherford,63870.0,8148,True
4443,2021-08-14,Rutherford,63870.0,8148,True
4543,2021-08-15,Rutherford,63870.0,8148,True
4643,2021-08-16,Rutherford,63870.0,8270,True
4743,2021-08-17,Rutherford,63870.0,8301,True
4843,2021-08-18,Rutherford,63870.0,8332,True
4943,2021-08-19,Rutherford,63870.0,8369,True
5043,2021-08-20,Rutherford,63870.0,8413,True
5143,2021-08-21,Rutherford,63870.0,8413,True
5243,2021-08-22,Rutherford,63870.0,8413,True
5343,2021-08-23,Rutherford,63870.0,8521,True
5443,2021-08-24,Rutherford,63870.0,8555,True
5543,2021-08-25,Rutherford,63870.0,8599,True
5643,2021-08-26,Rutherford,63870.0,8685,True
5743,2021-08-27,Rutherford,63870.0,8734,True
5843,2021-08-28,Rutherford,63870.0,8734,True
5943,2021-08-29,Rutherford,63870.0,8734,True
6043,2021-08-30,Rutherford,63870.0,8874,True
6143,2021-08-31,Rutherford,63870.0,8925,True
6243,2021-09-01,Rutherford,63870.0,8975,True
6343,2021-09-02,Rutherford,63870.0,9014,True
6443,2021-09-03,Rutherford,63870.0,9052,True
6543,2021-09-04,Rutherford,63870.0,9052,True
6643,2021-09-05,Rutherford,63870.0,9052,True
6743,2021-09-06,Rutherford,63870.0,9052,True
6843,2021-09-07,Rutherford,63870.0,9334,True
6943,2021-09-08,Rutherford,63870.0,9389,True
7043,2021-09-09,Rutherford,63870.0,9423,True
7143,2021-09-10,Rutherford,63870.0,9452,True
7243,2021-09-11,Rutherford,63870.0,9452,True
7343,2021-09-12,Rutherford,63870.0,9452,True
7443,2021-09-13,Rutherford,63870.0,9723,True
7543,2021-09-14,Rutherford,63870.0,9756,True
7643,2021-09-15,Rutherford,63870.0,9826,True
7743,2021-09-16,Rutherford,63870.0,9883,True
7843,2021-09-17,Rutherford,63870.0,9973,True
7943,2021-09-18,Rutherford,63870.0,9973,True
8043,2021-09-19,Rutherford,63870.0,9973,True
8143,2021-09-20,Rutherford,63870.0,10122,True
8243,2021-09-21,Rutherford,63870.0,10160,True
8343,2021-09-22,Rutherford,63870.0,10187,True
8443,2021-09-23,Rutherford,63870.0,10222,True
8543,2021-09-24,Rutherford,63870.0,10321,True
8643,2021-09-25,Rutherford,63870.0,10321,True
8743,2021-09-26,Rutherford,63870.0,10321,True
8843,2021-09-27,Rutherford,63870.0,10477,True
8943,2021-09-28,Rutherford,63870.0,10502,True
9043,2021-09-29,Rutherford,63870.0,10575,True
9143,2021-09-30,Rutherford,63870.0,10626,True
9243,2021-10-01,Rutherford,63870.0,10666,True
9343,2021-10-02,Rutherford,63870.0,10666,True
9443,2021-10-03,Rutherford,63870.0,10666,True
9543,2021-10-04,Rutherford,63870.0,10846,True
9643,2021-10-05,Rutherford,63870.0,10863,True
9743,2021-10-06,Rutherford,63870.0,10893,True
9843,2021-10-07,Rutherford,63870.0,10921,True
9943,2021-10-08,Rutherford,63870.0,10970,True
10043,2021-10-09,Rutherford,63870.0,10970,True
10143,2021-10-10,Rutherford,63870.0,10970,True
10243,2021-10-11,Rutherford,63870.0,11060,True
10343,2021-10-12,Rutherford,63870.0,11076,True
10443,2021-10-13,Rutherford,63870.0,11103,True
10543,2021-10-14,Rutherford,63870.0,11160,True
10643,2021-10-15,Rutherford,63870.0,11191,True
10743,2021-10-16,Rutherford,63870.0,11191,True
10843,2021-10-17,Rutherford,63870.0,11191,True
10943,2021-10-18,Rutherford,63870.0,11265,True
11043,2021-10-19,Rutherford,63870.0,11274,True
11143,2021-10-20,Rutherford,63870.0,11290,True
11243,2021-10-21,Rutherford,63870.0,11320,True
11343,2021-10-22,Rutherford,63870.0,11339,True
11443,2021-10-23,Rutherford,63870.0,11339,True
11543,2021-10-24,Rutherford,63870.0,11339,True
11643,2021-10-25,Rutherford,63870.0,11384,True
11743,2021-10-26,Rutherford,63870.0,11395,True
11843,2021-10-27,Rutherford,63870.0,11410,True
11943,2021-10-28,Rutherford,63870.0,11427,True
12043,2021-10-29,Rutherford,63870.0,11433,True
12143,2021-10-30,Rutherford,63870.0,11433,True
12243,2021-10-31,Rutherford,63870.0,11433,True
12343,2021-11-01,Rutherford,63870.0,11478,True
12443,2021-11-02,Rutherford,63870.0,11485,True
12543,2021-11-03,Rutherford,63870.0,11500,True
12643,2021-11-04,Rutherford,63870.0,11508,True
12743,2021-11-05,Rutherford,63870.0,11531,True
12843,2021-11-06,Rutherford,63870.0,11531,True
12943,2021-11-07,Rutherford,63870.0,11531,True
13043,2021-11-08,Rutherford,63870.0,11554,True
13143,2021-11-09,Rutherford,63870.0,11563,True
13243,2021-11-10,Rutherford,63870.0,11599,True
13343,2021-11-11,Rutherford,63870.0,11599,True
13443,2021-11-12,Rutherford,63870.0,11622,True
13543,2021-11-13,Rutherford,63870.0,11622,True
13643,2021-11-14,Rutherford,63870.0,11622,True
13743,2021-11-15,Rutherford,63870.0,11646,True
13843,2021-11-16,Rutherford,63870.0,11647,True
13943,2021-11-17,Rutherford,63870.0,11657,True
14043,2021-11-18,Rutherford,63870.0,11671,True
14143,2021-11-19,Rutherford,63870.0,11678,True
14243,2021-11-20,Rutherford,63870.0,11678,True
14343,2021-11-21,Rutherford,63870.0,11678,True
14443,2021-11-22,Rutherford,63870.0,11721,True
14543,2021-11-23,Rutherford,63870.0,11722,True
14643,2021-11-24,Rutherford,63870.0,11730,True
14743,2021-11-25,Rutherford,63870.0,11730,True
14843,2021-11-26,Rutherford,63870.0,11730,True
14943,2021-11-27,Rutherford,63870.0,11730,True
15043,2021-11-28,Rutherford,63870.0,11730,True
15143,2021-11-29,Rutherford,63870.0,11762,True
15243,2021-11-30,Rutherford,63870.0,11768,True
15343,2021-12-01,Rutherford,63870.0,11777,True
15442,2021-12-02,Rutherford,63870.0,11795,True
81,2021-07-01,Sampson,58371.0,8160,False
181,2021-07-02,Sampson,58371.0,8164,False
281,2021-07-03,Sampson,58371.0,8164,False
381,2021-07-04,Sampson,58371.0,8164,False
481,2021-07-05,Sampson,58371.0,8164,False
581,2021-07-06,Sampson,58371.0,8177,False
681,2021-07-07,Sampson,58371.0,8182,False
774,2021-07-08,Sampson,58371.0,8187,False
868,2021-07-09,Sampson,58371.0,8187,False
963,2021-07-10,Sampson,58371.0,8187,False
1058,2021-07-11,Sampson,58371.0,8187,False
1153,2021-07-12,Sampson,58371.0,8194,True
1250,2021-07-13,Sampson,58371.0,8201,False
1347,2021-07-14,Sampson,58371.0,8211,False
1446,2021-07-15,Sampson,58371.0,8216,False
1546,2021-07-16,Sampson,58371.0,8232,True
1646,2021-07-17,Sampson,58371.0,8232,True
1746,2021-07-18,Sampson,58371.0,8232,True
1845,2021-07-19,Sampson,58371.0,8258,True
1944,2021-07-20,Sampson,58371.0,8268,True
2044,2021-07-21,Sampson,58371.0,8281,True
2144,2021-07-22,Sampson,58371.0,8301,True
2244,2021-07-23,Sampson,58371.0,8306,True
2344,2021-07-24,Sampson,58371.0,8306,True
2444,2021-07-25,Sampson,58371.0,8306,True
2544,2021-07-26,Sampson,58371.0,8329,True
2644,2021-07-27,Sampson,58371.0,8333,True
2744,2021-07-28,Sampson,58371.0,8356,True
2844,2021-07-29,Sampson,58371.0,8386,True
2944,2021-07-30,Sampson,58371.0,8413,True
3044,2021-07-31,Sampson,58371.0,8413,True
3144,2021-08-01,Sampson,58371.0,8413,True
3244,2021-08-02,Sampson,58371.0,8462,True
3344,2021-08-03,Sampson,58371.0,8473,True
3444,2021-08-04,Sampson,58371.0,8500,True
3544,2021-08-05,Sampson,58371.0,8531,True
3644,2021-08-06,Sampson,58371.0,8573,True
3744,2021-08-07,Sampson,58371.0,8573,True
3844,2021-08-08,Sampson,58371.0,8573,True
3944,2021-08-09,Sampson,58371.0,8666,True
4044,2021-08-10,Sampson,58371.0,8675,True
4144,2021-08-11,Sampson,58371.0,8704,True
4244,2021-08-12,Sampson,58371.0,8779,True
4344,2021-08-13,Sampson,58371.0,8838,True
4444,2021-08-14,Sampson,58371.0,8838,True
4544,2021-08-15,Sampson,58371.0,8838,True
4644,2021-08-16,Sampson,58371.0,8976,True
4744,2021-08-17,Sampson,58371.0,8978,True
4844,2021-08-18,Sampson,58371.0,9009,True
4944,2021-08-19,Sampson,58371.0,9067,True
5044,2021-08-20,Sampson,58371.0,9109,True
5144,2021-08-21,Sampson,58371.0,9109,True
5244,2021-08-22,Sampson,58371.0,9109,True
5344,2021-08-23,Sampson,58371.0,9212,True
5444,2021-08-24,Sampson,58371.0,9238,True
5544,2021-08-25,Sampson,58371.0,9310,True
5644,2021-08-26,Sampson,58371.0,9403,True
5744,2021-08-27,Sampson,58371.0,9470,True
5844,2021-08-28,Sampson,58371.0,9470,True
5944,2021-08-29,Sampson,58371.0,9470,True
6044,2021-08-30,Sampson,58371.0,9624,True
6144,2021-08-31,Sampson,58371.0,9649,True
6244,2021-09-01,Sampson,58371.0,9682,True
6344,2021-09-02,Sampson,58371.0,9723,True
6444,2021-09-03,Sampson,58371.0,9872,True
6544,2021-09-04,Sampson,58371.0,9872,True
6644,2021-09-05,Sampson,58371.0,9872,True
6744,2021-09-06,Sampson,58371.0,9872,True
6844,2021-09-07,Sampson,58371.0,9977,True
6944,2021-09-08,Sampson,58371.0,9986,True
7044,2021-09-09,Sampson,58371.0,10030,True
7144,2021-09-10,Sampson,58371.0,10071,True
7244,2021-09-11,Sampson,58371.0,10071,True
7344,2021-09-12,Sampson,58371.0,10071,True
7444,2021-09-13,Sampson,58371.0,10179,True
7544,2021-09-14,Sampson,58371.0,10194,True
7644,2021-09-15,Sampson,58371.0,10253,True
7744,2021-09-16,Sampson,58371.0,10293,True
7844,2021-09-17,Sampson,58371.0,10320,True
7944,2021-09-18,Sampson,58371.0,10320,True
8044,2021-09-19,Sampson,58371.0,10320,True
8144,2021-09-20,Sampson,58371.0,10430,True
8244,2021-09-21,Sampson,58371.0,10447,True
8344,2021-09-22,Sampson,58371.0,10492,True
8444,2021-09-23,Sampson,58371.0,10533,True
8544,2021-09-24,Sampson,58371.0,10564,True
8644,2021-09-25,Sampson,58371.0,10564,True
8744,2021-09-26,Sampson,58371.0,10564,True
8844,2021-09-27,Sampson,58371.0,10620,True
8944,2021-09-28,Sampson,58371.0,10635,True
9044,2021-09-29,Sampson,58371.0,10671,True
9144,2021-09-30,Sampson,58371.0,10707,True
9244,2021-10-01,Sampson,58371.0,10730,True
9344,2021-10-02,Sampson,58371.0,10730,True
9444,2021-10-03,Sampson,58371.0,10730,True
9544,2021-10-04,Sampson,58371.0,10807,True
9644,2021-10-05,Sampson,58371.0,10817,True
9744,2021-10-06,Sampson,58371.0,10857,True
9844,2021-10-07,Sampson,58371.0,10887,True
9944,2021-10-08,Sampson,58371.0,10910,True
10044,2021-10-09,Sampson,58371.0,10910,True
10144,2021-10-10,Sampson,58371.0,10910,True
10244,2021-10-11,Sampson,58371.0,10967,True
10344,2021-10-12,Sampson,58371.0,10976,True
10444,2021-10-13,Sampson,58371.0,11003,True
10544,2021-10-14,Sampson,58371.0,11040,True
10644,2021-10-15,Sampson,58371.0,11069,True
10744,2021-10-16,Sampson,58371.0,11069,True
10844,2021-10-17,Sampson,58371.0,11069,True
10944,2021-10-18,Sampson,58371.0,11132,True
11044,2021-10-19,Sampson,58371.0,11134,True
11144,2021-10-20,Sampson,58371.0,11159,True
11244,2021-10-21,Sampson,58371.0,11190,True
11344,2021-10-22,Sampson,58371.0,11215,True
11444,2021-10-23,Sampson,58371.0,11215,True
11544,2021-10-24,Sampson,58371.0,11215,True
11644,2021-10-25,Sampson,58371.0,11241,True
11744,2021-10-26,Sampson,58371.0,11242,True
11844,2021-10-27,Sampson,58371.0,11259,True
11944,2021-10-28,Sampson,58371.0,11277,True
12044,2021-10-29,Sampson,58371.0,11296,True
12144,2021-10-30,Sampson,58371.0,11296,True
12244,2021-10-31,Sampson,58371.0,11296,True
12344,2021-11-01,Sampson,58371.0,11320,True
12444,2021-11-02,Sampson,58371.0,11329,True
12544,2021-11-03,Sampson,58371.0,11337,True
12644,2021-11-04,Sampson,58371.0,11361,True
12744,2021-11-05,Sampson,58371.0,11378,True
12844,2021-11-06,Sampson,58371.0,11378,True
12944,2021-11-07,Sampson,58371.0,11378,True
13044,2021-11-08,Sampson,58371.0,11400,True
13144,2021-11-09,Sampson,58371.0,11404,True
13244,2021-11-10,Sampson,58371.0,11411,True
13344,2021-11-11,Sampson,58371.0,11411,True
13444,2021-11-12,Sampson,58371.0,11424,True
13544,2021-11-13,Sampson,58371.0,11424,True
13644,2021-11-14,Sampson,58371.0,11424,True
13744,2021-11-15,Sampson,58371.0,11439,True
13844,2021-11-16,Sampson,58371.0,11440,True
13944,2021-11-17,Sampson,58371.0,11451,True
14044,2021-11-18,Sampson,58371.0,11464,True
14144,2021-11-19,Sampson,58371.0,11479,True
14244,2021-11-20,Sampson,58371.0,11479,True
14344,2021-11-21,Sampson,58371.0,11479,True
14444,2021-11-22,Sampson,58371.0,11497,True
14544,2021-11-23,Sampson,58371.0,11506,True
14644,2021-11-24,Sampson,58371.0,11520,True
14744,2021-11-25,Sampson,58371.0,11520,True
14844,2021-11-26,Sampson,58371.0,11520,True
14944,2021-11-27,Sampson,58371.0,11520,True
15044,2021-11-28,Sampson,58371.0,11520,True
15144,2021-11-29,Sampson,58371.0,11557,True
15244,2021-11-30,Sampson,58371.0,11566,True
15344,2021-12-01,Sampson,58371.0,11579,True
15443,2021-12-02,Sampson,58371.0,11604,True
82,2021-07-01,Scotland,33662.0,3908,False
182,2021-07-02,Scotland,33662.0,3910,False
282,2021-07-03,Scotland,33662.0,3910,False
382,2021-07-04,Scotland,33662.0,3910,False
482,2021-07-05,Scotland,33662.0,3910,False
582,2021-07-06,Scotland,33662.0,3914,False
682,2021-07-07,Scotland,33662.0,3917,False
775,2021-07-08,Scotland,33662.0,3918,False
869,2021-07-09,Scotland,33662.0,3923,False
964,2021-07-10,Scotland,33662.0,3923,False
1059,2021-07-11,Scotland,33662.0,3923,False
1154,2021-07-12,Scotland,33662.0,3932,True
1251,2021-07-13,Scotland,33662.0,3934,True
1348,2021-07-14,Scotland,33662.0,3940,True
1447,2021-07-15,Scotland,33662.0,3947,True
1547,2021-07-16,Scotland,33662.0,3953,True
1647,2021-07-17,Scotland,33662.0,3953,True
1747,2021-07-18,Scotland,33662.0,3953,True
1846,2021-07-19,Scotland,33662.0,3970,True
1945,2021-07-20,Scotland,33662.0,3988,True
2045,2021-07-21,Scotland,33662.0,3999,True
2145,2021-07-22,Scotland,33662.0,4009,True
2245,2021-07-23,Scotland,33662.0,4018,True
2345,2021-07-24,Scotland,33662.0,4018,True
2445,2021-07-25,Scotland,33662.0,4018,True
2545,2021-07-26,Scotland,33662.0,4044,True
2645,2021-07-27,Scotland,33662.0,4060,True
2745,2021-07-28,Scotland,33662.0,4077,True
2845,2021-07-29,Scotland,33662.0,4096,True
2945,2021-07-30,Scotland,33662.0,4104,True
3045,2021-07-31,Scotland,33662.0,4104,True
3145,2021-08-01,Scotland,33662.0,4104,True
3245,2021-08-02,Scotland,33662.0,4133,True
3345,2021-08-03,Scotland,33662.0,4144,True
3445,2021-08-04,Scotland,33662.0,4166,True
3545,2021-08-05,Scotland,33662.0,4185,True
3645,2021-08-06,Scotland,33662.0,4206,True
3745,2021-08-07,Scotland,33662.0,4206,True
3845,2021-08-08,Scotland,33662.0,4206,True
3945,2021-08-09,Scotland,33662.0,4258,True
4045,2021-08-10,Scotland,33662.0,4275,True
4145,2021-08-11,Scotland,33662.0,4297,True
4245,2021-08-12,Scotland,33662.0,4316,True
4345,2021-08-13,Scotland,33662.0,4337,True
4445,2021-08-14,Scotland,33662.0,4337,True
4545,2021-08-15,Scotland,33662.0,4337,True
4645,2021-08-16,Scotland,33662.0,4381,True
4745,2021-08-17,Scotland,33662.0,4393,True
4845,2021-08-18,Scotland,33662.0,4405,True
4945,2021-08-19,Scotland,33662.0,4430,True
5045,2021-08-20,Scotland,33662.0,4466,True
5145,2021-08-21,Scotland,33662.0,4466,True
5245,2021-08-22,Scotland,33662.0,4466,True
5345,2021-08-23,Scotland,33662.0,4531,True
5445,2021-08-24,Scotland,33662.0,4548,True
5545,2021-08-25,Scotland,33662.0,4575,True
5645,2021-08-26,Scotland,33662.0,4606,True
5745,2021-08-27,Scotland,33662.0,4639,True
5845,2021-08-28,Scotland,33662.0,4639,True
5945,2021-08-29,Scotland,33662.0,4639,True
6045,2021-08-30,Scotland,33662.0,4690,True
6145,2021-08-31,Scotland,33662.0,4710,True
6245,2021-09-01,Scotland,33662.0,4720,True
6345,2021-09-02,Scotland,33662.0,4752,True
6445,2021-09-03,Scotland,33662.0,4810,True
6545,2021-09-04,Scotland,33662.0,4810,True
6645,2021-09-05,Scotland,33662.0,4810,True
6745,2021-09-06,Scotland,33662.0,4810,True
6845,2021-09-07,Scotland,33662.0,4902,True
6945,2021-09-08,Scotland,33662.0,4924,True
7045,2021-09-09,Scotland,33662.0,4966,True
7145,2021-09-10,Scotland,33662.0,5008,True
7245,2021-09-11,Scotland,33662.0,5008,True
7345,2021-09-12,Scotland,33662.0,5008,True
7445,2021-09-13,Scotland,33662.0,5093,True
7545,2021-09-14,Scotland,33662.0,5112,True
7645,2021-09-15,Scotland,33662.0,5137,True
7745,2021-09-16,Scotland,33662.0,5166,True
7845,2021-09-17,Scotland,33662.0,5208,True
7945,2021-09-18,Scotland,33662.0,5208,True
8045,2021-09-19,Scotland,33662.0,5208,True
8145,2021-09-20,Scotland,33662.0,5254,True
8245,2021-09-21,Scotland,33662.0,5271,True
8345,2021-09-22,Scotland,33662.0,5304,True
8445,2021-09-23,Scotland,33662.0,5318,True
8545,2021-09-24,Scotland,33662.0,5349,True
8645,2021-09-25,Scotland,33662.0,5349,True
8745,2021-09-26,Scotland,33662.0,5349,True
8845,2021-09-27,Scotland,33662.0,5397,True
8945,2021-09-28,Scotland,33662.0,5418,True
9045,2021-09-29,Scotland,33662.0,5436,True
9145,2021-09-30,Scotland,33662.0,5462,True
9245,2021-10-01,Scotland,33662.0,5479,True
9345,2021-10-02,Scotland,33662.0,5479,True
9445,2021-10-03,Scotland,33662.0,5479,True
9545,2021-10-04,Scotland,33662.0,5517,True
9645,2021-10-05,Scotland,33662.0,5527,True
9745,2021-10-06,Scotland,33662.0,5534,True
9845,2021-10-07,Scotland,33662.0,5547,True
9945,2021-10-08,Scotland,33662.0,5569,True
10045,2021-10-09,Scotland,33662.0,5569,True
10145,2021-10-10,Scotland,33662.0,5569,True
10245,2021-10-11,Scotland,33662.0,5602,True
10345,2021-10-12,Scotland,33662.0,5610,True
10445,2021-10-13,Scotland,33662.0,5619,True
10545,2021-10-14,Scotland,33662.0,5628,True
10645,2021-10-15,Scotland,33662.0,5636,True
10745,2021-10-16,Scotland,33662.0,5636,True
10845,2021-10-17,Scotland,33662.0,5636,True
10945,2021-10-18,Scotland,33662.0,5651,True
11045,2021-10-19,Scotland,33662.0,5654,True
11145,2021-10-20,Scotland,33662.0,5659,True
11245,2021-10-21,Scotland,33662.0,5674,True
11345,2021-10-22,Scotland,33662.0,5686,True
11445,2021-10-23,Scotland,33662.0,5686,True
11545,2021-10-24,Scotland,33662.0,5686,True
11645,2021-10-25,Scotland,33662.0,5705,True
11745,2021-10-26,Scotland,33662.0,5709,True
11845,2021-10-27,Scotland,33662.0,5712,True
11945,2021-10-28,Scotland,33662.0,5717,True
12045,2021-10-29,Scotland,33662.0,5735,True
12145,2021-10-30,Scotland,33662.0,5735,True
12245,2021-10-31,Scotland,33662.0,5735,True
12345,2021-11-01,Scotland,33662.0,5754,True
12445,2021-11-02,Scotland,33662.0,5757,True
12545,2021-11-03,Scotland,33662.0,5762,True
12645,2021-11-04,Scotland,33662.0,5768,True
12745,2021-11-05,Scotland,33662.0,5773,True
12845,2021-11-06,Scotland,33662.0,5773,True
12945,2021-11-07,Scotland,33662.0,5773,True
13045,2021-11-08,Scotland,33662.0,5781,True
13145,2021-11-09,Scotland,33662.0,5786,True
13245,2021-11-10,Scotland,33662.0,5796,True
13345,2021-11-11,Scotland,33662.0,5796,True
13445,2021-11-12,Scotland,33662.0,5806,True
13545,2021-11-13,Scotland,33662.0,5806,True
13645,2021-11-14,Scotland,33662.0,5806,True
13745,2021-11-15,Scotland,33662.0,5817,True
13845,2021-11-16,Scotland,33662.0,5816,True
13945,2021-11-17,Scotland,33662.0,5818,True
14045,2021-11-18,Scotland,33662.0,5823,True
14145,2021-11-19,Scotland,33662.0,5824,True
14245,2021-11-20,Scotland,33662.0,5824,True
14345,2021-11-21,Scotland,33662.0,5824,True
14445,2021-11-22,Scotland,33662.0,5832,False
14545,2021-11-23,Scotland,33662.0,5836,True
14645,2021-11-24,Scotland,33662.0,5840,True
14745,2021-11-25,Scotland,33662.0,5840,True
14845,2021-11-26,Scotland,33662.0,5840,False
14945,2021-11-27,Scotland,33662.0,5840,False
15045,2021-11-28,Scotland,33662.0,5840,False
15145,2021-11-29,Scotland,33662.0,5856,True
15245,2021-11-30,Scotland,33662.0,5862,True
15345,2021-12-01,Scotland,33662.0,5864,True
15444,2021-12-02,Scotland,33662.0,5866,True
83,2021-07-01,Stanly,62143.0,7931,False
183,2021-07-02,Stanly,62143.0,7933,False
283,2021-07-03,Stanly,62143.0,7933,False
383,2021-07-04,Stanly,62143.0,7933,False
483,2021-07-05,Stanly,62143.0,7933,False
583,2021-07-06,Stanly,62143.0,7946,False
683,2021-07-07,Stanly,62143.0,7947,False
776,2021-07-08,Stanly,62143.0,7947,False
870,2021-07-09,Stanly,62143.0,7947,False
965,2021-07-10,Stanly,62143.0,7947,False
1060,2021-07-11,Stanly,62143.0,7947,False
1155,2021-07-12,Stanly,62143.0,7957,False
1252,2021-07-13,Stanly,62143.0,7961,False
1349,2021-07-14,Stanly,62143.0,7965,False
1448,2021-07-15,Stanly,62143.0,7972,False
1548,2021-07-16,Stanly,62143.0,7976,False
1648,2021-07-17,Stanly,62143.0,7976,False
1748,2021-07-18,Stanly,62143.0,7976,False
1847,2021-07-19,Stanly,62143.0,7994,True
1946,2021-07-20,Stanly,62143.0,8000,True
2046,2021-07-21,Stanly,62143.0,8002,True
2146,2021-07-22,Stanly,62143.0,8010,True
2246,2021-07-23,Stanly,62143.0,8032,True
2346,2021-07-24,Stanly,62143.0,8032,True
2446,2021-07-25,Stanly,62143.0,8032,True
2546,2021-07-26,Stanly,62143.0,8072,True
2646,2021-07-27,Stanly,62143.0,8085,True
2746,2021-07-28,Stanly,62143.0,8102,True
2846,2021-07-29,Stanly,62143.0,8126,True
2946,2021-07-30,Stanly,62143.0,8147,True
3046,2021-07-31,Stanly,62143.0,8147,True
3146,2021-08-01,Stanly,62143.0,8147,True
3246,2021-08-02,Stanly,62143.0,8206,True
3346,2021-08-03,Stanly,62143.0,8233,True
3446,2021-08-04,Stanly,62143.0,8271,True
3546,2021-08-05,Stanly,62143.0,8307,True
3646,2021-08-06,Stanly,62143.0,8337,True
3746,2021-08-07,Stanly,62143.0,8337,True
3846,2021-08-08,Stanly,62143.0,8337,True
3946,2021-08-09,Stanly,62143.0,8437,True
4046,2021-08-10,Stanly,62143.0,8454,True
4146,2021-08-11,Stanly,62143.0,8492,True
4246,2021-08-12,Stanly,62143.0,8529,True
4346,2021-08-13,Stanly,62143.0,8579,True
4446,2021-08-14,Stanly,62143.0,8579,True
4546,2021-08-15,Stanly,62143.0,8579,True
4646,2021-08-16,Stanly,62143.0,8716,True
4746,2021-08-17,Stanly,62143.0,8738,True
4846,2021-08-18,Stanly,62143.0,8777,True
4946,2021-08-19,Stanly,62143.0,8810,True
5046,2021-08-20,Stanly,62143.0,8868,True
5146,2021-08-21,Stanly,62143.0,8868,True
5246,2021-08-22,Stanly,62143.0,8868,True
5346,2021-08-23,Stanly,62143.0,9004,True
5446,2021-08-24,Stanly,62143.0,9051,True
5546,2021-08-25,Stanly,62143.0,9107,True
5646,2021-08-26,Stanly,62143.0,9178,True
5746,2021-08-27,Stanly,62143.0,9231,True
5846,2021-08-28,Stanly,62143.0,9231,True
5946,2021-08-29,Stanly,62143.0,9231,True
6046,2021-08-30,Stanly,62143.0,9421,True
6146,2021-08-31,Stanly,62143.0,9450,True
6246,2021-09-01,Stanly,62143.0,9505,True
6346,2021-09-02,Stanly,62143.0,9556,True
6446,2021-09-03,Stanly,62143.0,9621,True
6546,2021-09-04,Stanly,62143.0,9621,True
6646,2021-09-05,Stanly,62143.0,9621,True
6746,2021-09-06,Stanly,62143.0,9621,True
6846,2021-09-07,Stanly,62143.0,9835,True
6946,2021-09-08,Stanly,62143.0,9871,True
7046,2021-09-09,Stanly,62143.0,9921,True
7146,2021-09-10,Stanly,62143.0,9953,True
7246,2021-09-11,Stanly,62143.0,9953,True
